fighter_id,bout_id,gym_id,gym_name,gym_purpose
11290-louis-gaudinot,165203-ufc-182-kyoji-horiguchi-vs-louis-goodnight-gaudinot,822-tiger-schulmanns-mixed-martial-arts,Tiger Schulmann's Mixed Martial Arts,
19983-kyoji-horiguchi,165203-ufc-182-kyoji-horiguchi-vs-louis-goodnight-gaudinot,1892-krazy-bee,KRAZY BEE,
nate-marquardt-the-great,166135-ufc-182-brad-tavares-vs-nate-the-great-marquardt,201-grudge-tc,Genesis Training Academy,
brad-tavares,166135-ufc-182-brad-tavares-vs-nate-the-great-marquardt,724-xtreme-couture,Xtreme Couture,
11278-myles-jury-the-fury,167157-ufc-182-donald-cowboy-cerrone-vs-myles-the-fury-jury,233-alliance-mma,Alliance MMA,
donald-cerrone-cowboy,167157-ufc-182-donald-cowboy-cerrone-vs-myles-the-fury-jury,60-jacksons-mma,Jackson Wink MMA Academy,
daniel-cormier,152961-ufc-182-jon-bones-jones-vs-daniel-dc-cormier,63-american-kickboxing-academy,American Kickboxing Academy,
jon-jones-bones,152961-ufc-182-jon-bones-jones-vs-daniel-dc-cormier,60-jacksons-mma,Jackson Wink MMA Academy,
tateki-matsuda,169154-ufc-fight-night-59-joby-sanchez-vs-tateki-tech-matsuda,212-sityotdong-boston,Sityodtong Boston,
28639-joby-sanchez,169154-ufc-fight-night-59-joby-sanchez-vs-tateki-tech-matsuda,60-jacksons-mma,Jackson Wink MMA Academy,
16217-matt-van-buren,167717-ufc-fight-night-59-sean-the-real-oc-oconnell-vs-matt-gutter-van-buren,233-alliance-mma,Alliance MMA,
15841-sean-oconnell,167717-ufc-fight-night-59-sean-the-real-oc-oconnell-vs-matt-gutter-van-buren,4435-jeremy-horns-elite-performance,Jeremy Horn's Elite Performance,
17490-sean-soriano,172087-ufc-fight-night-59-charles-boston-strong-rosa-vs-sean-soriano,31-blackzilians,Blackzilians Performance Institute,
33009-charles-rosa,172087-ufc-fight-night-59-charles-boston-strong-rosa-vs-sean-soriano,29-american-top-team,American Top Team,
15055-frankie-perez,176536-ufc-fight-night-59-johnny-hollywood-case-vs-frankie-perez,672-ricardo-almeida-jiu-jitsu,Ricardo Almeida Jiu Jitsu,Primary
15055-frankie-perez,176536-ufc-fight-night-59-johnny-hollywood-case-vs-frankie-perez,1183-nick-catones-mma-fitness,Nick Catone MMA & Fitness,Other
16822-john-case,176536-ufc-fight-night-59-johnny-hollywood-case-vs-frankie-perez,193-mma-lab,MMA Lab,
shane-howell,168239-ufc-fight-night-59-paddy-the-hooligan-holohan-vs-shane-insane-howell,424-r-1-mma,R-1 MMA,
21191-patrick-holohan-the-hooligan,168239-ufc-fight-night-59-paddy-the-hooligan-holohan-vs-shane-insane-howell,36-straight-blast-gym-ireland,SBG Ireland,
12014-li-peng-zhang,167563-ufc-fight-night-59-chris-wade-vs-the-warrior-lipeng-zhang,4099-fighting-empire,Fighting Empire,
17954-chris-wade,167563-ufc-fight-night-59-chris-wade-vs-the-warrior-lipeng-zhang,61-long-island-mma,Long Island MMA,
john-howard-doomsday,167743-ufc-fight-night-59-lorenz-the-monsoon-larkin-vs-john-doomsday-howard,85-wai-kru-allston,Wai Kru,
lorenz-larkin-the-monsoon,167743-ufc-fight-night-59-lorenz-the-monsoon-larkin-vs-john-doomsday-howard,856-milennia-mma,Millennia MMA,
sean-spencer,168369-ufc-fight-night-59-cathal-the-punisher-pendred-vs-sean-black-magik-spencer,306-mohler-mma,Mohler MMA,
14597-cathal-pendred-the-punisher,168369-ufc-fight-night-59-cathal-the-punisher-pendred-vs-sean-black-magik-spencer,36-straight-blast-gym-ireland,SBG Ireland,
8033-norman-parke-stormin,173473-ufc-fight-night-59-gleison-tibau-vs-stormin-norman-parke,527-next-generation-imma,Next Generation I.M.M.A,
gleison-tibau,173473-ufc-fight-night-59-gleison-tibau-vs-stormin-norman-parke,29-american-top-team,American Top Team,
ronald-stallings,178484-ufc-fight-night-59-uriah-prime-time-hall-vs-ronald-the-choir-boy-stallings,1568-team-lloyd-irvin,Team Lloyd Irvin,
uriah-hall,178484-ufc-fight-night-59-uriah-prime-time-hall-vs-ronald-the-choir-boy-stallings,822-tiger-schulmanns-mixed-martial-arts,Tiger Schulmann's Mixed Martial Arts,
ben-henderson-smooth,177839-ufc-fight-night-59-donald-cowboy-cerrone-vs-smooth-benson-henderson-iii,193-mma-lab,MMA Lab,
donald-cerrone-cowboy,177839-ufc-fight-night-59-donald-cowboy-cerrone-vs-smooth-benson-henderson-iii,60-jacksons-mma,Jackson Wink MMA Academy,
dennis-siver,166066-ufc-fight-night-59-the-notorious-conor-mcgregor-vs-dennis-siver,3447-team-kiboju,Team KiBoJu,
14607-conor-mcgregor,166066-ufc-fight-night-59-the-notorious-conor-mcgregor-vs-dennis-siver,36-straight-blast-gym-ireland,SBG Ireland,
19024-chris-beal,173731-ufc-on-fox-14-neil-2-tap-seery-vs-the-real-deal-chris-beal,824-knuckleheadz-mma,Knuckleheadz Boxing,
17184-neil-seery,173731-ufc-on-fox-14-neil-2-tap-seery-vs-the-real-deal-chris-beal,2187-team-ryano-mma,Team Ryano MMA,
39662-konstantin-erokhin,170467-ufc-on-fox-14-viktor-peta-vs-konstantin-the-russian-bear-erokhin,1030-krepost-fight-club,Krepost Fight Club,
37695-viktor-pesta,170467-ufc-on-fox-14-viktor-peta-vs-konstantin-the-russian-bear-erokhin,7872-symmetry-fitness,Symmetry Fitness,Strength & Conditioning
37695-viktor-pesta,170467-ufc-on-fox-14-viktor-peta-vs-konstantin-the-russian-bear-erokhin,9248-sanford-mma,Kill Cliff FC,Primary
27720-paul-redmond-redser,178457-ufc-on-fox-14-mirsad-bektic-vs-paul-redser-redmond,2187-team-ryano-mma,Team Ryano MMA,
mirsad-bektic,178457-ufc-on-fox-14-mirsad-bektic-vs-paul-redser-redmond,29-american-top-team,American Top Team,
12613-anthony-christodoulou-tony,177211-ufc-on-fox-14-mairbek-beckan-taisumov-vs-tony-christodoulou,361-renzo-gracie-brooklyn,Renzo Gracie Brooklyn,
mairbek-taisumov-beckan,177211-ufc-on-fox-14-mairbek-beckan-taisumov-vs-tony-christodoulou,99-tiger-muay-thai,Tiger Muay Thai,
stanislav-nedkov-staki,170598-ufc-on-fox-14-nikita-the-al-capone-krylov-vs-stanislav-staki-nedkov,,Bushido Bulgaria,
37801-nikita-krylov,170598-ufc-on-fox-14-nikita-the-al-capone-krylov-vs-stanislav-staki-nedkov,,YK Promotion,
17534-andy-ogle,173600-ufc-on-fox-14-makwan-mr-finland-amirkhani-vs-andy-the-little-axe-ogle,108-team-alpha-male,Team Alpha Male,
33134-makwan-amirkhani-tsingis-khan,173600-ufc-on-fox-14-makwan-mr-finland-amirkhani-vs-andy-the-little-axe-ogle,36-straight-blast-gym-ireland,SBG Ireland,
30449-sultan-aliev,169978-ufc-on-fox-14-kenny-robertson-vs-sultan-aliev,,Champion,
kenny-robertson,169978-ufc-on-fox-14-kenny-robertson-vs-sultan-aliev,1167-central-illinois-combat-club,Central Illinois Combat Club,
16565-nicholas-musoke,169643-ufc-on-fox-14-albert-einstein-tumenov-vs-nico-nico-musoke,1837-allstars-training-center,Allstars Training Center,
40125-albert-tumenov,169643-ufc-on-fox-14-albert-einstein-tumenov-vs-nico-nico-musoke,29-american-top-team,American Top Team,
14731-akira-corassani,173500-ufc-on-fox-14-sam-sicilia-vs-akira-corassani,5035-team-kaobon-liverpool,Team Kaobon Liverpool,
17109-sam-sicilia,173500-ufc-on-fox-14-sam-sicilia-vs-akira-corassani,1098-sikjitsu,Sikjitsu,
phil-davis-mr-wonderful,172538-ufc-on-fox-14-ryan-darth-bader-vs-phil-mr-wonderful-davis,233-alliance-mma,Alliance MMA,
ryan-bader-darth,172538-ufc-on-fox-14-ryan-darth-bader-vs-phil-mr-wonderful-davis,194-power-mma,Power MMA,
dan-henderson-hollywood,169461-ufc-on-fox-14-gegard-the-dreamcatcher-mousasi-vs-dan-hendo-henderson,902-team-quest,Team Quest,
gegard-mousasi-the-dreamcatcher,169461-ufc-on-fox-14-gegard-the-dreamcatcher-mousasi-vs-dan-hendo-henderson,8152-kops-gym,Kops Gym,
alexander-gustafsson-the-mauler,169169-ufc-on-fox-14-anthony-rumble-johnson-vs-alexander-the-mauler-gustafsson,1837-allstars-training-center,Allstars Training Center,Primary
alexander-gustafsson-the-mauler,169169-ufc-on-fox-14-anthony-rumble-johnson-vs-alexander-the-mauler-gustafsson,233-alliance-mma,Alliance MMA,Other
anthony-johnson-rumble,169169-ufc-on-fox-14-anthony-rumble-johnson-vs-alexander-the-mauler-gustafsson,31-blackzilians,Blackzilians Performance Institute,
41354-andy-enz-tank-mode,165201-ufc-183-thiago-marreta-santos-vs-andy-tank-mode-enz,,Gracie Barra Alaska,
31174-thiago-santos-marreta,165201-ufc-183-thiago-marreta-santos-vs-andy-tank-mode-enz,2396-tata-fight-team,Tata Fight Team,
40853-richarson-moreira-rick-monstro,165499-ufc-183-ildemar-maraj-alcntara-vs-richardson-rick-monstro-moreira,98-team-nogueira,Team Nogueira,
4391-idemar-queixinho,165499-ufc-183-ildemar-maraj-alcntara-vs-richardson-rick-monstro-moreira,9410-marajo-brothers-mma,Marajó Brothers Team,
tom-watson-kong,169812-ufc-183-rafael-sapo-natal-vs-tom-kong-watson,1-tristar-gym,Tristar Gym,
rafael-natal-sapo,169812-ufc-183-rafael-sapo-natal-vs-tom-kong-watson,322-renzo-gracie-academy,Renzo Gracie Academy,
ian-mccall-uncle-creepy,172004-ufc-183-john-hands-of-stone-lineker-vs-ian-uncle-creepy-mccall,899-team-oyama,Team Oyama,
15880-john-lineker,172004-ufc-183-john-hands-of-stone-lineker-vs-ian-uncle-creepy-mccall,4188-ocimar-costa-jiu-jitsu,OCSJJ,
ed-herman-short-fuse,175770-ufc-183-derek-brunson-vs-ed-short-fuse-herman,8093-american-top-team-portland,American Top Team Portland,
Derek-Brunson,175770-ufc-183-derek-brunson-vs-ed-short-fuse-herman,60-jacksons-mma,Jackson Wink MMA Academy,
15591-sara-mcmann,169531-ufc-183-miesha-cupcake-tate-vs-sara-mcmann,1474-revolution-mma,Revolution Mixed Martial Arts,
miesha-tate-takedown,169531-ufc-183-miesha-cupcake-tate-vs-sara-mcmann,1104-victory-athletics,Victory Athletics,
jordan-mein-young-guns,165117-ufc-183-thiago-pitbull-alves-vs-jordan-young-gun-mein,380-canadian-martial-arts-centre,Canadian Martial Arts Centre,
thiago-alves-pitbull,165117-ufc-183-thiago-pitbull-alves-vs-jordan-young-gun-mein,29-american-top-team,American Top Team,
tim-boetsch-the-barbarian,167130-ufc-183-thales-leites-vs-tim-the-barbarian-boetsch,5434-barbarian-combat-sports,Barbarian Combat Sports,
thales-leites,167130-ufc-183-thales-leites-vs-tim-the-barbarian-boetsch,53-nova-unio,Nova União,
joe-lauzon-j-lau,172195-ufc-183-ragin-al-iaquinta-vs-joe-j-lau-lauzon,133-lauzon-mixed-martial-arts,Lauzon Mixed Martial Arts,
15047-al-iaquinta,172195-ufc-183-ragin-al-iaquinta-vs-joe-j-lau-lauzon,1696-serra-jiu-jitsu,Serra Jiu-Jitsu,
41355-kelvin-gastelum,170987-ufc-183-tyron-the-chosen-one-woodley-vs-kelvin-gastelum,454-yuma-united-mixed-martial-arts,Yuma United Mixed Martial Arts,
tyron-woodley-t-wood,170987-ufc-183-tyron-the-chosen-one-woodley-vs-kelvin-gastelum,29-american-top-team,American Top Team,
nick-diaz,150894-ufc-183-anderson-the-spider-silva-vs-nick-diaz,783-cesar-gracie-jiu-jitsu,Cesar Gracie Jiu Jitsu,
13120-cody-pfister,180675-ufc-fight-night-60-james-moonwalker-moontasri-vs-cody-the-pfist-pfister,308-nicks-fight-club,Nick's Fight Club,
21309-james-moontasri,180675-ufc-fight-night-60-james-moonwalker-moontasri-vs-cody-the-pfist-pfister,4656-ufc-gym-rosemead,UFC Gym Rosemead,
13664-timothy-elliot,169029-ufc-fight-night-60-zach-fun-size-makovsky-vs-tim-elliott,1189-glory-mma-and-fitness,Glory MMA and Fitness,
zach-makovsky-fun-size,169029-ufc-fight-night-60-zach-fun-size-makovsky-vs-tim-elliott,1-tristar-gym,Tristar Gym,Other
zach-makovsky-fun-size,169029-ufc-fight-night-60-zach-fun-size-makovsky-vs-tim-elliott,10848-10th-planet-jiu-jitsu-bethlehem,10th Planet Jiu Jitsu Bethlehem,Primary
5269-jim-alers,178890-ufc-fight-night-60-chas-the-scrapper-skelly-vs-jim-the-beast-alers,1412-gracie-barra-orlando,Gracie Barra Orlando,
chas-skelly,178890-ufc-fight-night-60-chas-the-scrapper-skelly-vs-jim-the-beast-alers,333-team-takedown,Team Takedown,
29343-rodrigo-goiana-de-lima-monstro,174754-ufc-fight-night-60-efrain-hecho-en-mexico-escudero-vs-rodrigo-monstro-de-lima,9465-frankiko-team,Frankiko Team,
efrain-escudero-hecho-en-mexico,174754-ufc-fight-night-60-efrain-hecho-en-mexico-escudero-vs-rodrigo-monstro-de-lima,193-mma-lab,MMA Lab,
17708-chris-kelades,169030-ufc-fight-night-60-ray-the-tazmexican-devil-borg-vs-chris-the-greek-assassin-kelades,562-fit-plus-mma,Fit Plus MMA,
22889-ray-borg,169030-ufc-fight-night-60-ray-the-tazmexican-devil-borg-vs-chris-the-greek-assassin-kelades,64-fit-nhb,Fit NHB,
24379-michel-richard-dos-prazeres,177272-ufc-fight-night-60-kevin-motown-phenom-lee-vs-michel-trator-prazeres,9465-frankiko-team,Frankiko Team,
23860-kevin-lee,177272-ufc-fight-night-60-kevin-motown-phenom-lee-vs-michel-trator-prazeres,1202-triumph-mma,Triumph MMA,
patrick-walsh-the-beast-from-the-east,174694-ufc-fight-night-60-daniel-kelly-vs-pat-walsh,662-victory-combat-academy,Victory Combat Academy,
10711-kiichi-kunimoto-strasser,174753-ufc-fight-night-60-neil-magny-vs-strasser-kiichi-kunimoto,1927-cobra-kai-mma-dojo,Cobra Kai MMA Dojo,
16456-aoutneil-magny,174753-ufc-fight-night-60-neil-magny-vs-strasser-kiichi-kunimoto,9681-pound-4-pound,Pound 4 Pound Muay Thai,
cole-miller-magrinho,169027-ufc-fight-night-60-max-blessed-holloway-vs-cole-magrinho-miller,29-american-top-team,American Top Team,
12723-max-holloway-lil-evil,169027-ufc-fight-night-60-max-blessed-holloway-vs-cole-magrinho-miller,1628-gracie-technics,Gracie Technics,
brandon-thatch-rukus,181510-ufc-fight-night-60-smooth-benson-henderson-vs-brandon-rukus-thatch,201-grudge-tc,Genesis Training Academy,
ben-henderson-smooth,181510-ufc-fight-night-60-smooth-benson-henderson-vs-brandon-rukus-thatch,193-mma-lab,MMA Lab,
josh-shockley,176216-ufc-fight-night-61-ivan-batman-jorge-vs-josh-shockley,1209-duneland-vale-tudo,Duneland Vale Tudo,
3942-ivan-jorge-batman,176216-ufc-fight-night-61-ivan-batman-jorge-vs-josh-shockley,,Ataque Duplo,
cody-gibson,178007-ufc-fight-night-61-douglas-dsilva-andrade-vs-cody-the-renegade-gibson,776-bas-ruttens-elite-mma,Bas Rutten's Elite MMA,
38718-douglas-dsilva,178007-ufc-fight-night-61-douglas-dsilva-andrade-vs-cody-the-renegade-gibson,,NFT Castanhal,
28046-thiago-dos-santos-trator,177216-ufc-fight-night-61-mike-el-cucuy-de-la-torre-vs-tiago-trator,98-team-nogueira,Team Nogueira,
21272-mike-de-la-torre-el-cucuy,177216-ufc-fight-night-61-mike-el-cucuy-de-la-torre-vs-tiago-trator,69-team-hurrican-awesome,Team Hurricane Awesome,
46664-william-macario-patolino,175965-ufc-fight-night-61-matt-dwyer-vs-william-patolino-macrio,2395-pejor,Pejor,
16819-matt-dwyer,175965-ufc-fight-night-61-matt-dwyer-vs-william-patolino-macrio,2709-havok-martial-arts,Havok Martial Arts,
34388-jessica-andrade-bate-estaca,178008-ufc-fight-night-61-marion-the-bruiser-reneau-vs-jssica-bate-estaca-andrade,12789-gaea-project,GAEA Project,
37101-marion-reneau,178008-ufc-fight-night-61-marion-the-bruiser-reneau-vs-jssica-bate-estaca-andrade,,Team Rhino Elite,
6055-sean-strickland-tarzan,176218-ufc-fight-night-61-santiago-gente-boa-ponzinibbio-vs-sean-tarzan-strickland,724-xtreme-couture,Xtreme Couture,
29349-santiago-ponzinibbio-el-rasta,176218-ufc-fight-night-61-santiago-gente-boa-ponzinibbio-vs-sean-tarzan-strickland,98-team-nogueira,Team Nogueira,
yuri-alcantara-marajo,177215-ufc-fight-night-61-frankie-saenz-vs-iuri-maraj-alcntara,60-jacksons-mma,Jackson Wink MMA Academy,
20296-frankie-saenz,177215-ufc-fight-night-61-frankie-saenz-vs-iuri-maraj-alcntara,426-triton-fight-center,Triton Fight Center,
20147-rustam-khabilov,175952-ufc-fight-night-61-adriano-martins-vs-rustam-tiger-khabilov,60-jacksons-mma,Jackson Wink MMA Academy,
adriano-martins,175952-ufc-fight-night-61-adriano-martins-vs-rustam-tiger-khabilov,,Top Life Amazonas,
cesar-jesus-ferreira-mutante,175951-ufc-fight-night-61-smilin-sam-alvey-vs-cezar-mutante-ferreira,31-blackzilians,Blackzilians Performance Institute,
sam-alvey,175951-ufc-fight-night-61-smilin-sam-alvey-vs-cezar-mutante-ferreira,902-team-quest,Team Quest,
edson-barboza-mendes-junior,177075-ufc-fight-night-61-michael-the-menace-johnson-vs-edson-junior-barboza,1424-the-armory,The Armory,
michael-johnson-the-menace,177075-ufc-fight-night-61-michael-the-menace-johnson-vs-edson-junior-barboza,31-blackzilians,Blackzilians Performance Institute,
antonio-silva-junior,178013-ufc-fight-night-61-frank-mir-vs-antnio-bigfoot-silva,29-american-top-team,American Top Team,
frank-mir,178013-ufc-fight-night-61-frank-mir-vs-antnio-bigfoot-silva,60-jacksons-mma,Jackson Wink MMA Academy,
70998-alexander-torres,178242-ufc-184-masio-el-lobo-fullen-vs-alexander-rolo-torres,2427-octagon-mma,Octagon MMA,
james-krause,177286-ufc-184-valmir-bidu-lzaro-vs-the-james-krause,1189-glory-mma-and-fitness,Glory MMA and Fitness,
30990-valmir-lazaro,177286-ufc-184-valmir-bidu-lzaro-vs-the-james-krause,53-nova-unio,Nova União,
17901-ruan-potts-fangs,175677-ufc-184-derrick-the-black-beast-lewis-vs-ruan-fangzz-potts,1293-africa-top-team,Africa Top Team,
14023-derrick-lewis-the-black-beast,175677-ufc-184-derrick-the-black-beast-lewis-vs-ruan-fangzz-potts,331-silverback-fight-club,Silverback Fight Club,
dhiego-lima,179042-ufc-184-tim-the-dirty-bird-means-vs-dhiego-lima,1386-american-top-team-atlanta,American Top Team Atlanta,
3224-tim-means-the-dirty-bird,179042-ufc-184-tim-the-dirty-bird-means-vs-dhiego-lima,64-fit-nhb,Fit NHB,
24347-roman-salazar,172196-ufc-184-norifumi-kid-yamamoto-vs-roman-el-gallito-salazar,451-fight-ready-mma,Fight Ready MMA,
norifumi-yamamoto-kid,172196-ufc-184-norifumi-kid-yamamoto-vs-roman-el-gallito-salazar,1892-krazy-bee,KRAZY BEE,
mark-munoz-the-philippine-wrecking-machine,175888-ufc-184-roan-juco-carneiro-vs-mark-the-filipino-wrecking-machine-muoz,67-reign-mma,Reign MMA,
roan-carneiro-jucao,175888-ufc-184-roan-juco-carneiro-vs-mark-the-filipino-wrecking-machine-muoz,29-american-top-team,American Top Team,
gleison-tibau,181796-ufc-184-tony-el-cucuy-ferguson-vs-gleison-tibau,29-american-top-team,American Top Team,
tony-ferguson-el-cucuy,181796-ufc-184-tony-el-cucuy-ferguson-vs-gleison-tibau,824-knuckleheadz-mma,Knuckleheadz Boxing,
17413-richard-walsh,174693-ufc-184-alan-brahma-jouban-vs-filthy-richard-walsh,11234-vt1-martial-arts,VT1 Martial Arts,
alan-jouban,174693-ufc-184-alan-brahma-jouban-vs-filthy-richard-walsh,850-legends-mma,Legends MMA,
josh-koscheck-kos,173158-ufc-184-jake-the-juggernaut-ellenberger-vs-josh-kos-koscheck,505-dethrone-base-camp,Dethrone MMA Fresno,
jake-ellenberger-the-juggernaut,173158-ufc-184-jake-the-juggernaut-ellenberger-vs-josh-kos-koscheck,67-reign-mma,Reign MMA,
26224-raquel-pennington,177154-ufc-184-holly-the-preachers-daughter-holm-vs-rocky-raquel-pennington,597-altitude-mma,Altitude MMA,
18698-holly-holm-hottie,177154-ufc-184-holly-the-preachers-daughter-holm-vs-rocky-raquel-pennington,60-jacksons-mma,Jackson Wink MMA Academy,
cat-zingano-alpha,167158-ufc-184-rowdy-ronda-rousey-vs-alpha-cat-zingano,645-zingano-bjj,Zingano BJJ,
ronda-rousey-rowdy,167158-ufc-184-rowdy-ronda-rousey-vs-alpha-cat-zingano,834-hayastan-mma,Hayastan MMA,
56249-larissa-pacheco,180926-ufc-185-germaine-the-iron-lady-de-randamie-vs-larissa-pacheco,,Bulldog / Formiga Team,
germaine-de-randamie-the-iron-lady,180926-ufc-185-germaine-the-iron-lady-de-randamie-vs-larissa-pacheco,63-american-kickboxing-academy,American Kickboxing Academy,
12500-jake-lindsey,182041-ufc-185-irish-joe-duffy-vs-jake-the-librarian-lindsey,579-combative-sports-center,Combative Sports Center,
14601-Joseph-Duffy,182041-ufc-185-irish-joe-duffy-vs-jake-the-librarian-lindsey,1-tristar-gym,Tristar Gym,
17135-sergio-pettis,178630-ufc-185-ryan-baby-face-benoit-vs-sergio-the-phenom-pettis,1150-roufusport-mma-academy,Roufusport MMA Academy,
ryan-benoit-baby-face,178630-ufc-185-ryan-baby-face-benoit-vs-sergio-the-phenom-pettis,329-saekson-janjira-muay-thai,Saekson Janjira Muay Thai,
40014-joshua-copeland,181049-ufc-185-jared-the-big-show-rosholt-vs-joshua-cuddly-bear-copeland,201-grudge-tc,Genesis Training Academy,
14727-jared-rosholt-the-big-show,181049-ufc-185-jared-the-big-show-rosholt-vs-joshua-cuddly-bear-copeland,333-team-takedown,Team Takedown,
daron-cruickshank,178889-ufc-185-beneil-benny-dariush-vs-detroit-superstar-daron-cruickshank,66-mash-fight-team,Mash Fight Team,
20010-beneil-dariush-benny,178889-ufc-185-beneil-benny-dariush-vs-detroit-superstar-daron-cruickshank,845-kings-mma,Kings MMA,
21951-rogelio-narvaez,178649-ufc-185-elias-the-spartan-theodorou-vs-roger-the-silverback-narvaez,268-full-contact-fight-academy,Full Contact Fight Academy,
23158-elias-theodorou,178649-ufc-185-elias-the-spartan-theodorou-vs-roger-the-silverback-narvaez,552-headrush-training-center,Grant's MMA,
sam-stout-hands-of-stone,178786-ufc-185-ross-the-real-deal-pearson-vs-sam-hands-of-stone-stout,543-adrenaline-mma-training-fitness,Adrenaline MMA Training & Fitness,
ross-pearson-the-real-deal,178786-ufc-185-ross-the-real-deal-pearson-vs-sam-hands-of-stone-stout,233-alliance-mma,Alliance MMA,
chris-cariaso-kamikaze,178573-ufc-185-henry-the-messenger-cejudo-vs-chris-kamikaze-cariaso,,Fight and Fitness,
