id,ufcstats_id,sherdog_id,bestfightodds_id,ufc_id,name,event_order
57505-ufc-on-espn-7,7dcf06c1967801c1,73335,1673,ufc-fight-night-april-20-2019,UFC on ESPN+ 7: Overeem vs. Oleinik,475
57506-ufc-on-espn-3,c912f676692c353a,73337,1657,ufc-fight-night-april-27-2019,UFC on ESPN+ 8: Jacare vs. Hermansson,476
57507-ufc-on-espn-8,351264d11286d09a,73339,1672,ufc-fight-night-may-04-2019,UFC on ESPN+ 9: Iaquinta vs. Cowboy,477
57508-ufc-237,9de7c97e1c0d7927,73341,1647,ufc-237,UFC 237: Namajunas vs. Andrade,478
57509-ufc-on-espn-9,6b8f28da9a483049,73343,1674,ufc-fight-night-rochester,UFC on ESPN+ 10: Dos Anjos vs. Lee,479
57510-ufc-on-espn-10,cbc071cb20ea59c7,73345,1676,ufc-fight-night-stokgolm,UFC on ESPN+ 11: Gustafsson vs. Smith,480
58449-ufc-238,e31502e3f79d00c5,73347,1677,ufc-238,UFC 238: Cejudo vs. Moraes,481
57512-ufc-on-espn-11,b16a7e6a627e9789,73349,1680,ufc-fight-night-0,UFC on ESPN+ 12: Moicano vs. Korean Zombie,482
57513-ufc-on-espn-4,c0c1bc0766df4c00,73351,1687,ufc-fight-night-june-29-2019-minneapolis,UFC on ESPN 3: N'Gannou vs. Dos Santos,483
58831-ufc-239,6c9383ffab2725a5,75113,1686,ufc-239,UFC 239: Jones vs. Santos,484
59896-ufc-on-espn-13,2f8f3c69522db931,76573,1714,ufc-fight-night-july-13-2019,UFC on ESPN+ 13: De Randamie vs. Ladd,485
60311-ufc-on-espn-4,9e0f28d1f639ad73,76575,1717,ufc-fight-night-july-20-2019,UFC on ESPN 4: Dos Anjos vs. Edwards,486
59521-ufc-240,abcf7e55a0a9ed89,76577,1713,ufc-240,UFC 240: Holloway vs. Edgar,487
60312-ufc-on-espn-5-covington-vs-lawler,03da33a102d9a45f,76579,1734,ufc-fight-night-august-03-2019,UFC on ESPN 5: Covington vs. Lawler,488
60313-ufc-on-espn-14,e5d03e4d966126bd,76581,1724,ufc-fight-night-august-10-2019,UFC on ESPN+ 14: Shevchenko vs. Carmouche 2,489
59522-ufc-241,70167689d6a01793,76383,1709,ufc-241,UFC 241: Cormier vs. Miocic 2,490
60314-ufc-on-espn-15,2c104b7e59a72629,76583,1733,ufc-fight-night-august-31-2019,UFC on ESPN+ 15: Andrade vs. Zhang,491
60004-ufc-242,a79bfbc01b2264d6,76401,1715,ufc-242,UFC 242: Khabib vs. Poirier,492
60315-ufc-on-espn-16,4834ff149dc9542a,76585,1735,ufc-fight-night-september-14-2019,UFC on ESPN+ 16: Cowboy vs. Gaethje,493
60316-ufc-on-espn-17,94a5aaf573f780ad,76587,1753,ufc-fight-night-septemer-21-2019,UFC on ESPN+ 17: Rodriguez vs. Stephens,494
60317-ufc-on-espn-18,1bf49bf829964144,76589,1747,ufc-fight-night-september-28-2019,UFC on ESPN+ 18: Hermansson vs. Cannonier,495
60318-ufc-243,3cf68c1d17f66af7,76591,1752,ufc-243,UFC 243: Whittaker vs. Adesanya,496
60319-ufc-on-espn-19,0941df56f6ac954b,76593,1751,ufc-fight-night-october-12-2019,UFC on ESPN+ 19: Joanna vs. Waterson,497
60320-ufc-on-espn-2,3ae10ac4df3df05c,76595,1764,ufc-fight-night-october-18-2019,UFC on ESPN 6: Reyes vs. Weidman,498
60321-ufc-on-espn-20,df05aa15b2d66f57,76597,1793,ufc-fight-night-october-26-2019,UFC on ESPN+ 20: Maia vs. Askren,499
60322-ufc-244,fd87b1bbfcde9d5e,76599,1771,ufc-244,UFC 244: Masvidal vs. Diaz,500
61626-ufc-on-espn-21,8d5daf67983b65ba,79823,1795,ufc-fight-night-november-9-2019,UFC on ESPN+ 21: Magomedsharipov vs. Kattar,501
60323-ufc-on-espn-21,81ca2c245b19b3c5,76601,1755,ufc-fight-night-november-16-2019,UFC on ESPN+ 22: Blachowicz vs. Jacare,502
60325-ufc-on-espn-6,b09890ba7ce1d1e2,76605,1785,ufc-fight-night-december-7-2019,UFC on ESPN 7: Overeem vs. Rozenstruik,503
60326-ufc-245,4565d435005319c0,76607,1787,ufc-245,UFC 245: Usman vs. Covington,504
60327-ufc-on-espn-23,74fefd43f073cd2f,76609,1803,ufc-fight-night-december-21-2019,UFC on ESPN+ 23: Edgar vs. Korean Zombie,505
63997-ufc-fight-night,0c1773639c795466,82425,1839,ufc-246,UFC 246: McGregor vs. Cerrone,506
64361-ufc-on-espn-24,44aa652b181bcf68,82247,1841,ufc-fight-night-raleigh-january-25-blaydes-jds,UFC on ESPN+ 24: Blaydes vs. Dos Santos,507
64388-ufc-on-espn,b26d3e3746fb4024,82427,1837,ufc-247,UFC 247: Jones vs. Reyes,508
64635-ufc-on-espn,5df17b3620145578,82977,1848,ufc-fight-night-february-15-2020,UFC on ESPN+ 25: Anderson vs. Błachowicz 2,509
64478-ufc-on-espn,33b2f68ef95252e0,82983,1846,ufc-fight-night-february-23-2020,UFC on ESPN+ 26: Felder vs. Hooker,510
65142-ufc-on-espn-27,fc9a9559a05f2704,83479,1862,ufc-fight-night-norfolk-february-29-2020,UFC on ESPN+ 27: Benavidez vs. Figueiredo,511
64599-ufc-248,0b5b6876c2a4723f,83251,1849,ufc-248,UFC 248: Adesanya vs. Romero,512
64600-ufc-on-espn-26,53278852bcd91e11,82429,1847,ufc-fight-night-march-14-2020,UFC on ESPN+ 28: Lee vs. Oliveira,513
66312-ufc-250,898337ef520fe4d3,84357,1875,ufc-249,UFC 249: Ferguson vs. Gaethje,514
69126-ufc-fight-night,5f8e00c27b7e7410,86413,1876,ufc-fight-night-may-13-2020,UFC Fight Night: Smith vs. Teixeira,515
67412-ufc-on-espn-33,dfb965c9824425db,85255,1908,ufc-fight-night-may-16-2020,UFC Fight Night: Overeem vs. Harris,516
69127-ufc-fight-night,14b9e0f2679a2205,86414,1910,ufc-fight-night-may-30-2020,UFC Fight Night: Woodley vs. Burns,517
67364-ufc-251,4c12aa7ca246e7a4,85345,1909,ufc-250,UFC 250: Nunes vs. Spencer,518
67562-ufc-on-espn,1e13936d708bcff7,85485,1898,ufc-fight-night-june-13-2020,UFC Fight Night: Eye vs. Calvillo,519
67608-ufc-on-espn,2eab7a6c8b0ed8cc,85753,1897,ufc-fight-night-2020,UFC Fight Night: Blaydes vs. Volkov,520
67596-ufc-on-espn,c32eab6c2119e989,85439,1895,ufc-fight-night-june-27-2020,UFC Fight Night: Poirier vs. Hooker,521
67725-ufc-252,dbd198f780286aca,86573,1890,ufc-251,UFC 251: Usman vs. Masvidal,522
70017-ufc-fight-night,18f5669a92e99d92,86749,1917,ufc-fight-night-july-15-2020,UFC Fight Night: Kattar vs. Ige,523
69705-ufc-fight-night,ddbd0d6259ce57cc,86639,1913,ufc-fight-night-july-18-2020,UFC Fight Night: Figueiredo vs. Benavidez 2,524
69764-ufc-fight-night,dde70a112e053a6c,86682,1903,ufc-fight-night-july-25-2020,UFC Fight Night: Whittaker vs. Till,525
69945-ufc-fight-night,3746e21bb508391a,86792,1918,ufc-fight-night-august-01-2020,UFC Fight Night: Brunson vs. Shahbazyan,526
70216-ufc-fight-night,7a82635ffa9b59fe,86828,1885,ufc-fight-night-august-08-2020,UFC Fight Night: Lewis vs. Oleinik,527
67159-ufc-on-espn,bda04c573563cc2e,85053,1919,ufc-252,UFC 252: Miocic vs. Cormier 3,528
70108-ufc-fight-night,af1e5c64b8663aa0,86802,1931,ufc-fight-night-august-22-2020,UFC Fight Night: Munhoz vs. Edgar,529
70174-ufc-fight-night,e29cf523ebd155c5,86829,1932,ufc-fight-night-august-29-2020,UFC Fight Night: Smith vs. Rakic,530
70907-ufc-fight-night,542db012217ecb83,87045,1953,ufc-fight-night-august-29-2020,UFC Fight Night: Overeem vs. Sakai,531
70698-ufc-fight-night,9c37681096c6f3a9,86969,1945,ufc-fight-night-september-12-2020,UFC Fight Night: Waterson vs. Hill,532
70810-ufc-fight-night,831b937811804dad,87021,1944,ufc-fight-night-september-19-2020,UFC Fight Night: Covington vs. Woodley,533
70105-ufc-253,e69c5ce12f4e762b,86797,1952,ufc-253,UFC 253: Adesanya vs. Costa,534
71155-ufc-fight-night,805ad1801eb26abb,87223,1970,ufc-fight-night-october-03-2020,UFC Fight Night: Holm vs. Aldana,535
71622-ufc-fight-night,fd4578cac86d75ca,87307,1965,ufc-fight-night-october-10-2020,UFC Fight Night: Moraes vs. Sandhagen,536
71447-ufc-fight-night,d4f364dd076bb0e2,87277,1971,ufc-fight-night-october-17-2020,UFC Fight Night: Ortega vs. Korean Zombie,537
70869-ufc-255,c3c38c86f5ab9b5c,87041,1958,ufc-254,UFC 254: Khabib vs. Gaethje,538
71817-ufc-fight-night,ad044be25c94dcfd,87364,1973,ufc-fight-night-october-31-2020,UFC Fight Night: Hall vs. Silva,539
71816-ufc-fight-night,41dca66f9dadfc86,87362,1974,ufc-fight-night-november-07-2020,UFC Fight Night: Santos vs. Teixeira,540
71846-ufc-fight-night,3bc27ec15facbcf3,87393,1981,ufc-fight-night-november-14-2020,UFC Fight Night: Felder vs. Dos Anjos,541
71715-ufc-255,bbb15f301e4a490a,87312,1967,ufc-255,UFC 255: Figueiredo vs. Perez,542
71907-ufc-fight-night-blaydes-vs-lewis,992c82450d96f726,87392,1979,ufc-fight-night-november-28-2020,UFC Fight Night: Smith vs. Clark,543
71961-ufc-fight-night,398b440e73d55b8b,87402,1982,ufc-fight-night-december-05-2020,UFC Fight Night: Hermansson vs. Vettori,544
71960-ufc-256,d0d43cb9b14f231c,87401,1983,ufc-256,UFC 256: Figueiredo vs. Moreno,545
72974-ufc-fight-night,e49c2db95e572dc8,87646,2000,ufc-fight-night-december-19-2020,UFC Fight Night: Thompson vs. Neal,546
73220-ufc-fight-night,307064d3e0f036c2,87759,2009,ufc-fight-night-january-16-2021,UFC on ABC 1: Holloway vs. Kattar,547
74598-ufc-fight-night,56116537d71a578c,88171,2044,ufc-fight-night-january-20-2021,UFC Fight Night: Chiesa vs. Magny,548
73413-ufc-257,4304992c2acc187b,87798,2016,ufc-257,UFC 257: Poirier vs. McGregor 2,549
73411-ufc-fight-night,a1153013cb5f628f,87802,2029,ufc-fight-night-february-6-2021,UFC Fight Night: Overeem vs. Volkov,550
73379-ufc-fight-night,3f7c14c7eca7195d,87797,2033,ufc-258,UFC 258: Usman vs. Burns,551
74141-ufc-fight-night,bfe95ec546692b13,88022,2035,ufc-fight-night-february-20-2021,UFC Fight Night: Blaydes vs. Lewis,552
73679-ufc-fight-night,81b57acd6975ac06,87903,2039,ufc-fight-night-february-27-2021,UFC Fight Night: Rozenstruik vs. Gane,553
74079-ufc-fight-night,6e2b1d631832921d,88003,2038,ufc-259,UFC 259: Błachowicz vs. Adesanya,554
74857-ufc-fight-night,8c90c1563972e44d,88284,2048,ufc-fight-night-march-13-2021,UFC Fight Night: Edwards vs. Muhammad,555
74572-ufc-fight-night,c36e1f4fa755ffb4,88172,2053,ufc-fight-night-march-20-2021,UFC Fight Night: Brunson vs. Holland,556
75458-ufc-fight-night,6597b611f1c32555,88377,2055,ufc-260,UFC 260: Miocic vs. N'Gannou 2,557
75229-ufc-fight-night,9114c8ded5ccd71d,88319,2061,ufc-fight-night-april-10-2021,UFC on ABC 2: Vettori vs. Holland,558
76103-ufc-fight-night,4a35913bd9aa4161,88505,2062,ufc-fight-night-april-17-2021,UFC Fight Night: Whittaker vs. Gastelum,559
76694-ufc-fight-night,27541033b97c076d,88587,2087,ufc-261,UFC 261: Usman vs. Masvidal 2,560
76888-ufc-fight-night,d57e6a8971b6d2bd,88625,2074,ufc-fight-night-may-01-2021,UFC Fight Night: Reyes vs. Procházka,561
76941-ufc-fight-night,58a36b4ccf5dc30e,88639,2075,ufc-fight-night-may-08-2021,UFC Fight Night: Rodriguez vs. Waterson,562
77263-ufc-fight-night,744f50016c39c26c,88694,2086,ufc-262,UFC 262: Oliveira vs. Chandler,563
77264-ufc-fight-night,277ffed20cf07aea,88695,2085,ufc-fight-night-may-22-2021,UFC Fight Night: Font vs. Garbrandt,564
77692-ufc-fight-night,3b2485c8d5c8b580,88821,2108,ufc-fight-night-june-05-2021,UFC Fight Night: Rozenstruik vs. Sakai,565
77570-ufc-263,0b64d0fed453ef7f,88760,2115,ufc-263,UFC 263: Adesanya vs. Vettori 2,566
77656-ufc-fight-night,9ddfb3369a3b0394,88795,2130,ufc-fight-night-june-19-2021,UFC Fight Night: Korean Zombie vs. Ige,567
77763-ufc-fight-night,a1d6b308781aa2f5,88824,2109,ufc-fight-night-june-26-2021,UFC Fight Night: Gane vs. Volkov,568
78106-ufc-264,8a0be41c0380188d,88969,2127,ufc-264,UFC 264: Poirier vs. McGregor 3,569
78130-ufc-fight-night,40389d39a92f5bfa,88983,2139,ufc-fight-night-july-17-2021,UFC Fight Night: Makhachev vs. Moisés,570
78477-ufc-fight-night,e57f0b06ea39e360,89119,2137,ufc-fight-night-july-24-2021,UFC Fight Night: Sandhagen vs. Dillashaw,571
78698-ufc-fight-night,320edfb0332b7073,89161,2165,ufc-fight-night-july-31-2021,UFC Fight Night: Hall vs. Strickland,572
78675-ufc-265,972197a8c61ac413,89140,2142,ufc-265,UFC 265: Lewis vs. Gane,573
79118-ufc-fight-night,2f13e4020cea5b38,89378,2166,ufc-fight-night-august-21-2021,UFC Fight Night: Cannonier vs. Gastelum,574
79108-ufc-fight-night,0db9d2486d564a3c,89337,2251,ufc-fight-night-august-28-2021,UFC Fight Night: Barboza vs. Chikadze,575
79654-ufc-fight-night,b9532d815060de7f,89657,2213,ufc-fight-night-september-04-2021,UFC Fight Night: Brunson vs. Till,576
79258-ufc-fight-night,4c27ca8c8481f79a,89440,2171,ufc-fight-night-september-18-2021,UFC Fight Night: Smith vs. Spann,577
78601-ufc-266,0eec866a077889f0,89141,2177,ufc-266,UFC 266: Volkanovski vs. Ortega,578
79693-ufc-fight-night,e15d0a2519d6a0b5,89377,2167,ufc-fight-night-october-02-2021,UFC Fight Night: Santos vs. Walker,579
80131-ufc-fight-night,d247691a6c0e9034,89818,2173,ufc-fight-night-october-09-2021,UFC Fight Night: Dern vs. Rodriguez,580
80539-ufc-fight-night,8f4616698508f24d,89887,2178,ufc-fight-night-october-16-2021,UFC Fight Night: Ladd vs. Dumont,581
81267-ufc-fight-night,8a9c6c4301f6d088,89999,2203,ufc-fight-night-october-23-2021,UFC Fight Night: Costa vs. Vettori,582
80222-ufc-267,3974fa35c917af1d,89819,2217,ufc-267,UFC 267: Błachowicz vs. Teixeira,583
81402-ufc-268-usman-vs-covington-2,48e093ea1f43a053,90043,2246,ufc-268,UFC 268: Usman vs. Covington 2,584
81601-ufc-fight-night,b5abaa65f87938eb,90118,2224,ufc-fight-night-november-13-2021,UFC Fight Night: Holloway vs. Rodriguez,585
81602-ufc-fight-night,c95fbc085e17a532,90119,2237,ufc-fight-night-november-20-2021,UFC Fight Night: Vieira vs. Tate,586
82179-ufc-fight-night,509697e08673d2e5,90320,2259,ufc-fight-night-december-04-2021,UFC Fight Night: Font vs. Aldo,587
81603-ufc-fight-night,ef927e4fe2117ab8,90120,2279,ufc-269,UFC 269: Oliveira vs. Poirier,588
82070-ufc-fight-night,2a470ad41c22c25a,90256,2286,ufc-fight-night-december-18-2021,UFC Fight Night: Lewis vs. Daukaus,589
82805-ufc-fight-night,f5585e675af7afd4,90552,2320,ufc-fight-night-january-15-2022,UFC Fight Night: Kattar vs. Chikadze,590
82993-ufc-270,335ad945324c3a2e,90612,2322,ufc-270,UFC 270: N'Gannou vs. Gane,591
83125-ufc-fight-night,883922e5cd6d8473,90688,2430,ufc-fight-night-february-05-2022,UFC Fight Night: Hermansson vs. Strickland,592
83288-ufc-271,cbb682f5fcc44bfc,90742,2338,ufc-271,UFC 271: Adesanya vs. Whittaker 2,593
83406-ufc-fight-night,77940e45bc86208e,90843,2413,ufc-fight-night-february-19-2022,UFC Fight Night: Walker vs. Hill,594
83426-ufc-fight-night,f6a7b02c42e9fc5b,90846,2343,ufc-fight-night-february-26-2022,UFC Fight Night: Makhachev vs. Green,595
84662-ufc-fight-night,75e0d3cc2262b732,91278,2380,ufc-272,UFC 272: Covington vs. Masvidal,596
84364-ufc-fight-night,1f9344211ca7fd60,91131,2414,ufc-fight-night-march-12-2022,UFC Fight Night: Santos vs. Ankalaev,597
83999-ufc-fight-night,1d00756835ca67c9,91036,2376,ufc-fight-night-march-19-2022,UFC Fight Night: Volkov vs. Aspinall,598
84285-ufc-fight-night,1fac46d466abd5b8,91130,2391,ufc-fight-night-march-26-2022,UFC Fight Night: Blaydes vs. Daukaus,599
85306-ufc-fight-night,3a97fda0de6f1fa4,91679,2411,ufc-273,UFC 273: Volkanovski vs. Korean Zombie,600
85814-ufc-fight-night,8753e125f4499816,91735,2412,ufc-fight-night-april-16-2022,UFC Fight Night: Luque vs. Muhammad 2,601
86013-ufc-fight-night,236a37d96d476164,91797,2435,ufc-fight-night-april-23-2022,UFC Fight Night: Lemos vs. Andrade,602
86142-ufc-fight-night,6bf5a7d3e081ade2,91854,2474,ufc-fight-night-april-30-2022,UFC Fight Night: Font vs. Vera,603
85253-ufc-274,253d3f9e97ca149a,91512,2422,ufc-274,UFC 274: Oliveira vs. Gaethje,604
85916-ufc-fight-night,60ba33c3f555a7a3,91795,2418,ufc-fight-night-may-14-2022,UFC Fight Night: Błachowicz vs. Rakić,605
86509-ufc-fight-night,a6c32678efd4f434,91978,2428,ufc-fight-night-may-21-2022,UFC Fight Night: Holm vs. Vieira,606
86746-ufc-fight-night,57591bbf1623574e,92057,2441,ufc-fight-night-june-04-2022,UFC Fight Night: Volkov vs. Rozenstruik,607
87286-ufc-275-teixeira-vs-prochazka,3a24769a4855040a,92186,2561,ufc-275,UFC 275: Teixeira vs. Procházka,608
88108-ufc-fight-night,a0a680fe2f6cc8e6,92670,2523,ufc-fight-night-june-18-2022,UFC Fight Night: Kattar vs. Emmett,609
87971-ufc-fight-night,eb42d4febfafefd1,92636,2574,ufc-fight-night-june-25-2022,UFC Fight Night: Tsarukyan vs. Gamrot,610
87604-ufc-276,4a9e305633f3ef47,91882,2478,ufc-276,UFC 276: Adesanya vs. Cannonier,611
88397-ufc-fight-night,31da66df48c0c1a0,92738,2501,ufc-fight-night-july-09-2022,UFC Fight Night: Dos Anjos vs. Fiziev,612
88485-ufc-fight-night,8fd76e1b49c00ae2,92792,2524,ufc-fight-night-july-16-2022,UFC on ABC 3: Ortega vs. Rodriguez,613
88711-ufc-fight-night,319c15b8aac5bfde,92906,2519,ufc-fight-night-july-23-2022,UFC Fight Night: Blaydes vs. Aspinall,614
87975-ufc-fight-night,b0a6124751a56bc4,92633,2517,ufc-277,UFC 277: Peña vs. Nunes 2,615
89111-ufc-fight-night-santos-vs-hill,8f6a18831a120817,93076,2534,ufc-fight-night-august-06-2022,UFC Fight Night: Santos vs. Hill,616
89355-ufc-fight-night,a23e63184c65f5b8,93192,2552,ufc-fight-night-august-13-2022,UFC Fight Night: Vera vs. Cruz,617
89354-ufc-fight-night,4f853e98886283cf,93201,2545,ufc-278,UFC 278: Usman vs. Edwards 2,618
88967-ufc-fight-night,00a905a4a4a2b071,93036,2518,ufc-fight-night-september-03-2022,UFC Fight Night: Gane vs. Tuivasa,619
89492-ufc-fight-night,93bf96be327fcd98,93247,2541,ufc-279,UFC 279: Diaz vs. Ferguson,620
90191-ufc-fight-night,8d477c3fbe001f9d,93612,2569,ufc-fight-night-september-17-2022,UFC Fight Night: Sandhagen vs. Song,621
89894-ufc-fight-night,4f670b7972fa0a2e,93426,2489,ufc-fight-night-october-01-2022,UFC Fight Night: Dern vs. Yan,622
90713-ufc-fight-night,49c29e57d4e2be6f,93809,2579,ufc-fight-night-october-15-2022,UFC Fight Night: Grasso vs. Araujo,623
87755-ufc-281,885e7f70dcac0007,92490,2586,ufc-280,UFC 280: Oliveira vs. Makhachev,624
91651-ufc-fight-night,be5aab761c40ef35,94044,2606,ufc-fight-night-october-29-2022,UFC Fight Night: Kattar vs. Allen,625
91921-ufc-fight-night,756f45905fb20cb5,94043,2612,ufc-fight-night-november-05-2022,UFC Fight Night: Rodriguez vs. Lemos,626
91828-ufc-281,b3b6e80b7d5f8f0d,94041,2529,ufc-281,UFC 281: Adesanya vs. Pereira,627
91976-ufc-fight-night,012fc7cd0779c09a,94045,2633,ufc-fight-night-november-19-2022,UFC Fight Night: Nzechukwu vs. Cuțelaba,628
91801-ufc-fight-night,b23388ff8ac6637b,94046,2607,ufc-fight-night-december-03-2022,UFC Fight Night: Thompson vs. Holland,629
92214-ufc-282,f65a0eb902f9476b,94042,2621,ufc-282,UFC 282: Błachowicz vs. Ankalaev,630
92365-ufc-fight-night,56ec58954158966a,94047,2632,ufc-fight-night-december-17-2022,UFC Fight Night: Cannonier vs. Strickland,631
93279-ufc-fight-night,2e2cdb6e9eb84bb9,94946,2666,ufc-fight-night-january-14-2023,UFC Fight Night: Strickland vs. Imavov,632
92055-ufc-283,5717efc6f271cd52,94331,2635,ufc-283,UFC 283: Teixeira vs. Hill,633
93977-ufc-fight-night,d26394fc0e8e880a,95166,2747,ufc-fight-night-february-04-2023,UFC Fight Night: Lewis vs. Spivac,634
93764-ufc-284,01dd4cdc2446f665,95031,2710,ufc-284,UFC 284: Makhachev vs. Volkanovski,635
94589-ufc-fight-night,f21a3d68fb9df387,95326,2700,ufc-fight-night-february-18-2023,UFC Fight Night: Andrade vs. Blanchfield,636
95023-ufc-fight-night,806975e1b4f47b27,95560,2709,ufc-fight-night-february-25-2023,UFC Fight Night: Muniz vs. Allen,637
94418-ufc-285,1ccff7f0cfdf85eb,95232,2738,ufc-285,UFC 285: Jones vs. Gane,638
95455-ufc-fight-night-smith-vs-hill,35080a7f406f9ab3,95615,2719,ufc-fight-night-march-11-2023,UFC Fight Night: Yan vs. Dvalishvili,639
95408-ufc-286,e4bb7e483c4ad318,95795,2746,ufc-286,UFC 286: Edwards vs. Usman 3,640
96078-ufc-fight-night,aec273fcb765330d,95704,2724,ufc-fight-night-march-25-2023,UFC Fight Night: Vera vs. Sandhagen,641
96871-ufc-287,3dc3022232b79c7a,96031,2760,ufc-287,UFC 287: Pereira vs Adesanya 2,642
97461-ufc-fight-night,15b1b21cd743d652,96235,2796,ufc-fight-night-april-15-2023,UFC Fight Night: Holloway vs. Allen,643
97433-ufc-fight-night,6fb1ba67bef41b37,96236,2770,ufc-fight-night-april-22-2023,UFC Fight Night: Pavlovich vs. Blaydes,644
97740-ufc-fight-night,51b1e2fd9872005b,96350,2776,ufc-fight-night-april-29-2023,UFC Fight Night: Song vs. Simón,645
97782-ufc-fight-night,3c6976f8182d9527,96351,2777,ufc-288,UFC 288: Sterling vs. Cejudo,646
98223-ufc-fight-night,901cddcbfa079097,96527,2850,ufc-fight-night-may-13-2023,UFC on ABC 4: Rozenstruik vs. Almeida,647
98571-ufc-fight-night,6f812143641ceff8,96689,2807,ufc-fight-night-may-20-2023,UFC Fight Night: Dern vs. Hill,648
99119-ufc-fight-night,7abe471b61725980,96960,2870,ufc-fight-night-june-03-2023,UFC Fight Night: Kara-France vs. Albazi,649
99346-ufc-289,b6c6d1731ff00eeb,97020,2830,ufc-289,UFC 289: Nunes vs. Aldana,650
99705-ufc-fight-night,b9415726dc3ec526,97116,2849,ufc-fight-night-june-17-2023,UFC Fight Night: Vettori vs. Cannonier,651
99780-ufc-fight-night,a780d16cf7eed44d,97149,2848,ufc-fight-night-june-24-2023,UFC on ABC 5: Emmett vs. Topuria,652
100452-ufc-fight-night,e9e1acc96536bb4f,97462,2871,ufc-fight-night-july-01-2023,UFC Fight Night: Strickland vs. Magomedov,653
98868-ufc-290,6085ceb59087514b,96757,2921,ufc-290,UFC 290: Volkanovski vs. Rodriguez,654
100553-ufc-fight-night,c9885b1b7c7055a0,97533,2891,ufc-fight-night-july-15-2023,UFC Fight Night: Holm vs. Bueno Silva,655
99813-ufc-fight-night,1174782eacde9b0c,97203,2886,ufc-fight-night-july-22-2023,UFC Fight Night: Aspinall vs. Tybura,656
101214-ufc-291,ccd58ff71e260ed5,97463,2900,ufc-291,UFC 291: Poirier vs. Gaethje 2,657
101342-ufc-fight-night,6f81b6de2557739a,97864,2936,ufc-fight-night-august-05-2023,UFC Fight Night: Sandhagen vs. Font,658
101163-ufc-fight-night,d2fa318f34d0aadc,97766,2905,ufc-fight-night-august-12-2023,UFC Fight Night: Luque vs. Dos Anjos,659
101022-ufc-292,2719f300b0439039,97584,2899,ufc-292,UFC 292: Sterling vs. O'Malley,660
101389-ufc-fight-night,89a407032911e27e,98155,2935,ufc-fight-night-august-26-2023,UFC Fight Night: Holloway vs. Korean Zombie,661
102007-ufc-fight-night,ef61d9f5176b3200,98110,2934,ufc-fight-night-september-02-2023,UFC Fight Night: Gane vs. Spivac,662
101315-ufc-293,ece280745f8727b8,98049,3009,ufc-293,UFC 293: Adesanya vs. Strickland,663
101864-ufc-fight-night,8fa2b06572365321,98051,3020,ufc-fight-night-september-16-2023,UFC Fight Night: Grasso vs. Shevchenko 2,664
101865-ufc-fight-night,c945adc22c2bfe8f,98052,2967,ufc-fight-night-september-23-2023,UFC Fight Night: Fiziev vs. Gamrot,665
101866-ufc-fight-night,c8a49ff2acb6f3c5,98053,3043,ufc-fight-night-october-07-2023,UFC Fight Night: Dawson vs. Green,666
103212-ufc-fight-night,f3a078277b3b8ff4,98595,3052,ufc-fight-night-october-14-2023,UFC Fight Night: Yusuff vs. Barboza,667
99416-ufc-294,13a0fb8fbdafb54f,97019,2908,ufc-294,UFC 294: Makhachev vs. Volkanovski 2,668
101863-ufc-fight-night,7c4ec656d8fcb867,98060,2988,ufc-fight-night-november-04-2023,UFC Fight Night: Almeida vs. Lewis,669
102959-ufc-295-jones-vs-miocic,5a558ba1ff5e9121,98494,3004,ufc-295,UFC 295: Procházka vs. Pereira,670
101867-ufc-fight-night,3feed7d02711d8b7,98054,3105,ufc-fight-night-november-18-2023,UFC Fight Night: Allen vs. Craig,671
104486-ufc-fight-night,53e4e21f4c688801,99135,3107,ufc-fight-night-december-02-2023,UFC Fight Night: Dariush vs. Tsarukyan,672
105194-ufc-fight-night,5ef0088c1b19beeb,99468,3133,ufc-fight-night-december-09-2023,UFC Fight Night: Song vs. Gutierrez,673
101868-ufc,a8e8587a06e73c87,98050,3053,ufc-296,UFC 296: Edwards vs. Covington,674
105485-ufc-fight-night,010986ee359fb863,99605,3123,ufc-fight-night-january-13-2024,UFC Fight Night: Ankalaev vs. Walker 2,675
105840-ufc-297,bd85ca0bb4f26cfc,99740,3106,ufc-297,UFC 297: Strickland vs. Du Plessis,676
106801-ufc-fight-night,cce79e827569f26e,100145,3160,ufc-fight-night-february-03-2024,UFC Fight Night: Dolidze vs. Imavov,677
107367-ufc-fight-night,eaea0fc7b76525a8,100402,3163,ufc-fight-night-february-10-2024,UFC Fight Night: Hermansson vs. Pyfer,678
107060-ufc-298,dab0e6cb8c932162,100286,3112,ufc-298,UFC 298: Volkanovski vs. Topuria,679
107471-ufc-fight-night,902ab9197b83d0db,100468,3162,ufc-fight-night-february-24-2024,UFC Fight Night: Moreno vs. Royval 2,680
106064-ufc-fight-night,e4a9dbade7c7e1a7,100072,3193,ufc-fight-night-march-02-2024,UFC Fight Night: Rozenstruik vs. Gaziev,681
107061-ufc-299,a9df5ae20a97b090,100287,3155,ufc-299,UFC 299: O'Malley vs. Vera 2,682
108288-ufc-fight-night,c398235fcaf8d71d,100734,3206,ufc-fight-night-march-16-2024,UFC Fight Night: Tuivasa vs. Tybura,683
108462-ufc-fight-night,79ff6545b0abc685,100735,3174,ufc-fight-night-march-23-2024,UFC Fight Night: Ribas vs. Namajunas,684
