id,name,promotion,date,venue,location,event_order
214,Strikeforce: Diaz vs. Noons II,SF,2010-10-09,HP Pavilion at San Jose,"San Jose, California, USA",245
259,Bellator 32: Bellator XXXII,BELLATOR,2010-10-14,Kansas City Power & Light District,"Kansas City, Missouri, USA",246
216,UFC 120: Bisping vs. Akiyama,UFC,2010-10-16,The O2 Arena,"London, England",247
258,Bellator 33: Bellator XXXIII,BELLATOR,2010-10-21,Liacouras Center,"Philadelphia, Pennsylvania, USA",248
238,ShoMMA 11: Bowling vs. Voelker,SF,2010-10-22,Save Mart Center,"Fresno, California, USA",249
217,UFC 121: Lesnar vs. Velasquez,UFC,2010-10-23,Honda Center,"Anaheim, California, USA",250
257,Bellator 34: Bellator XXXIV,BELLATOR,2010-10-28,Seminole Hard Rock Hotel & Casino,"Hollywood, Florida, USA",251
218,WEC 52: Faber vs. Mizugaki,WEC,2010-11-11,The Pearl at The Palms,"Las Vegas, Nevada, USA",252
219,UFC 122: Marquardt vs. Okami,UFC,2010-11-13,König Pilsener Arena,"Oberhausen, Germany",253
239,ShoMMA 12: Wilcox vs. Ribeiro,SF,2010-11-19,Jackson Convention Complex,"Jackson, Mississippi, USA",254
220,UFC 123: Rampage vs. Machida,UFC,2010-11-20,Palace of Auburn Hills,"Auburn Hills, Michigan, USA",255
221,TUF 12 Finale: The Ultimate Fighter 12 Finale,UFC,2010-12-04,Palms Casino Resort,"Las Vegas, Nevada, USA",256
222,Strikeforce: Henderson vs. Babalu 2,SF,2010-12-04,Scottrade Center,"St. Louis, Missouri, USA",257
223,UFC 124: St-Pierre vs. Koscheck 2,UFC,2010-12-11,Bell Centre,"Montreal, Quebec, Canada",258
224,WEC 53: Henderson vs. Pettis,WEC,2010-12-16,Jobing.com Arena,"Glendale, Arizona, USA",259
225,UFC 125: Resolution,UFC,2011-01-01,MGM Grand Garden Arena,"Las Vegas, Nevada, USA",260
240,ShoMMA 13: Woodley vs. Saffiedine,SF,2011-01-07,Nashville Municipal Auditorium,"Nashville, Tennessee, USA",261
228,UFN 23: Fight for the Troops 2,UFC,2011-01-22,Fort Hood,"Killeen, Texas, USA",262
241,UFC 126: Silva vs. Belfort,UFC,2011-02-05,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",263
242,Strikeforce: Fedor vs. Silva,SF,2011-02-12,Izod Center,"East Rutherford, New Jersey, USA",264
243,ShoMMA 14: Beerbohm vs. Healy,SF,2011-02-18,Cedar Park Center,"Cedar Park, Texas, USA",265
244,UFC 127: Penn vs. Fitch,UFC,2011-02-27,Acer Arena,"Sydney, Australia",266
245,UFC Live: Sanchez vs. Kampmann,UFC,2011-03-03,KFC Yum! Center,"Louisville, Kentucky, USA",267
246,Strikeforce: Feijao vs. Henderson,SF,2011-03-05,Nationwide Arena,"Columbus, Ohio, USA",268
254,Bellator 35: Bellator XXXV,BELLATOR,2011-03-05,Tachi Palace Hotel & Casino,"Lemoore, California, USA",269
247,UFC 128: Shogun vs. Jones,UFC,2011-03-19,Prudential Center,"Newark, New Jersey, USA",270
252,Bellator 37: Bellator XXXVII,BELLATOR,2011-03-19,Lucky Star Casino,"Concho, Oklahoma, USA",271
248,UFN 24: Nogueira vs. Davis,UFC,2011-03-26,Key Arena,"Seattle, Washington, USA",272
251,Bellator 38: Bellator XXXVIII,BELLATOR,2011-03-26,Harrah's Tunica Hotel and Casino,"Tunica, Mississippi, USA",273
249,ShoMMA 15: Wilcox vs. Damm,SF,2011-04-01,Stockton Arena,"Stockton, California, USA",274
250,Bellator 39: Bellator XXXIX,BELLATOR,2011-04-02,Mohegan Sun Arena,"Uncasville, Connecticut, USA",275
255,Strikeforce: Diaz vs. Daley,SF,2011-04-09,Valley View Casino Center,"San Diego, California, USA",276
256,Bellator 40: Bellator XL,BELLATOR,2011-04-09,First Council Casino,"Newkirk, Oklahoma, USA",277
260,Bellator 41: Bellator XLI,BELLATOR,2011-04-16,Cocopah Resort and Casino,"Yuma, Arizona, USA",278
267,Bellator 42: Bellator XLII,BELLATOR,2011-04-23,Lucky Star Casino,"Concho, Oklahoma, USA",279
276,UFC 129: St-Pierre vs. Shields,UFC,2011-04-30,Rogers Centre,"Toronto, Ontario, Canada",280
279,Bellator 43: Bellator XLIII,BELLATOR,2011-05-07,First Council Casino,"Newkirk, Oklahoma, USA",281
287,Bellator 44: Bellator XLIV,BELLATOR,2011-05-14,Harrah's Resort,"Atlantic City, New Jersey, USA",282
294,Bellator 45: Bellator XLV,BELLATOR,2011-05-21,L'Auberge du Lac Resort,"Lake Charles, Louisiana, USA",283
295,UFC 130: Rampage vs. Hamill,UFC,2011-05-28,MGM Grand Garden Arena,"Las Vegas, Nevada, USA",284
296,TUF 13 Finale: The Ultimate Fighter 13 Finale,UFC,2011-06-04,Palms Casino Resort,"Las Vegas, Nevada, USA",285
297,UFC 131: dos Santos vs. Carwin,UFC,2011-06-11,Rogers Arena,"Vancouver, British Columbia, Canada",286
298,Strikeforce: Overeem vs. Werdum,SF,2011-06-18,American Airlines Center,"Dallas, Texas, USA",287
299,ShoMMA 16: Fodor vs. Terry,SF,2011-06-24,ShoWare Center,"Kent, Washington, USA",288
300,Bellator 46: Bellator XLVI,BELLATOR,2011-06-25,Seminole Hard Rock Hotel & Casino,"Hollywood, Florida, USA",289
301,UFC Live: Kongo vs. Barry,UFC,2011-06-26,Consol Energy Center,"Pittsburgh, Pennsylvania, USA",290
302,UFC 132: Cruz vs. Faber,UFC,2011-07-02,MGM Grand Garden Arena,"Las Vegas, Nevada, USA",291
303,ShoMMA 17: Voelker vs. Bowling III,SF,2011-07-22,Palms Casino Resort,"Las Vegas, Nevada, USA",292
304,Bellator 47: Bellator XLVII,BELLATOR,2011-07-23,Casino Rama,"Rama, Ontario, Canada",293
305,Strikeforce: Fedor vs. Henderson,SF,2011-07-30,Sears Centre,"Hoffman Estates, Illinois, USA",294
306,UFC 133: Evans vs. Ortiz,UFC,2011-08-06,Wells Fargo Center,"Philadelphia, Pennsylvania, USA",295
307,ShoMMA 18: Gurgel vs. Duarte,SF,2011-08-12,Palms Casino Resort,"Las Vegas, Nevada, USA",296
308,UFC Live: Hardy vs. Lytle,UFC,2011-08-14,Bradley Center,"Milwaukee, Wisconsin, USA",297
309,Bellator 48: Bellator XLVIII,BELLATOR,2011-08-20,Mohegan Sun Arena,"Uncasville, Connecticut, USA",298
310,UFC 134: Silva vs. Okami,UFC,2011-08-27,HSBC Arena,"Rio de Janeiro, Brazil",299
312,Bellator 49: Bellator XLIX,BELLATOR,2011-09-10,Caesars Atlantic City,"Atlantic City, New Jersey, USA",300
311,Strikeforce: Barnett vs. Kharitonov,SF,2011-09-10,U.S. Bank Arena,"Cincinnati, Ohio, USA",301
313,UFN 25: Shields vs. Ellenberger,UFC,2011-09-17,Ernest N. Morial Convention Center,"New Orleans, Louisiana, USA",302
314,Bellator 50: Bellator L,BELLATOR,2011-09-17,Seminole Hard Rock Hotel & Casino,"Hollywood, Florida, USA",303
315,ShoMMA 19: Larkin vs. Rossborough,SF,2011-09-23,Palms Casino Resort,"Las Vegas, Nevada, USA",304
317,UFC 135: Jones vs. Rampage,UFC,2011-09-24,Pepsi Center,"Denver, Colorado, USA",305
316,Bellator 51: Bellator LI,BELLATOR,2011-09-24,Canton Memorial Civic Center,"Canton, Ohio, USA",306
318,UFC Live: Cruz vs. Johnson,UFC,2011-10-01,Verizon Center,"Washington, District of Columbia, USA",307
319,Bellator 52: Bellator LII,BELLATOR,2011-10-01,L'Auberge du Lac Resort,"Lake Charles, Louisiana, USA",308
321,UFC 136: Edgar vs. Maynard III,UFC,2011-10-08,Toyota Center,"Houston, Texas, USA",309
320,Bellator 53: Bellator LIII,BELLATOR,2011-10-08,Buffalo Run Hotel & Casino,"Miami, Oklahoma, USA",310
322,Bellator 54: Bellator LIV,BELLATOR,2011-10-15,Boardwalk Hall,"Atlantic City, New Jersey, USA",311
323,Bellator 55: Bellator LV,BELLATOR,2011-10-22,Cocopah Resort and Casino,"Yuma, Arizona, USA",312
325,UFC 137: Penn vs. Diaz,UFC,2011-10-29,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",313
324,Bellator 56: Bellator LVI,BELLATOR,2011-10-29,Memorial Hall,"Kansas City, Kansas, USA",314
326,UFC 138: Leben vs. Munoz,UFC,2011-11-05,LG Arena,"Birmingham, England",315
327,UFC on Fox 1: Velasquez vs. Dos Santos,UFC,2011-11-12,Honda Center,"Anaheim, California, USA",316
328,Bellator 57: Bellator LVII,BELLATOR,2011-11-12,Casino Rama,"Rama, Ontario, Canada",317
329,ShoMMA 20: Britt vs. Sayers,SF,2011-11-18,Palms Casino Resort,"Las Vegas, Nevada, USA",318
331,UFC 139: Shogun vs. Henderson,UFC,2011-11-19,HP Pavilion,"San Jose, California, USA",319
330,Bellator 58: Bellator LVIII,BELLATOR,2011-11-19,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida, USA",320
332,Bellator 59: Bellator LIX,BELLATOR,2011-11-26,Caesars Atlantic City,"Atlantic City, New Jersey, USA",321
333,TUF 14 Finale: The Ultimate Fighter 14 Finale,UFC,2011-12-03,Palms Casino Resort,"Las Vegas, Nevada, USA",322
334,UFC 140: Jones vs. Machida,UFC,2011-12-10,Air Canada Centre,"Toronto, Ontario, Canada",323
335,Strikeforce: Melendez vs. Masvidal,SF,2011-12-17,Valley View Casino Center,"San Diego, California, USA",324
336,UFC 141: Lesnar vs Overeem,UFC,2011-12-30,MGM Grand Garden Arena,"Las Vegas, Nevada, USA",325
337,Strikeforce: Rockhold vs. Jardine,SF,2012-01-07,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",326
338,UFC 142: Aldo vs. Mendes,UFC,2012-01-14,HSBC Arena,"Rio de Janeiro, Brazil",327
339,UFC on FX 1: Guillard vs. Miller,UFC,2012-01-20,Bridgestone Arena,"Nashville, Tennessee, USA",328
340,UFC on Fox 2: Evans vs. Davis,UFC,2012-01-28,United Center,"Chicago, Illinois, USA",329
341,UFC 143: Diaz vs. Condit,UFC,2012-02-04,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",330
342,UFC on Fuel 1: Sanchez vs. Ellenberger,UFC,2012-02-15,Omaha Civic Auditorium,"Omaha, Nebraska, USA",331
573,KSW 18: Unfinished Sympathy,KSW,2012-02-25,Orlen Arena,"Plock, Poland",332
343,UFC 144: Edgar vs. Henderson,UFC,2012-02-26,Saitama Super Arena,"Saitama, Japan",333
345,Strikeforce: Tate vs. Rousey,SF,2012-03-03,Nationwide Arena,"Columbus, Ohio, USA",334
344,UFC on FX 2: Alves vs. Kampmann,UFC,2012-03-03,Allphones Arena,"Sydney, Australia",335
346,Bellator 60: Bellator LX,BELLATOR,2012-03-09,The Venue at Horseshoe Casino,"Hammond, Indiana, USA",336
347,Bellator 61: Bellator LXI,BELLATOR,2012-03-16,Horseshoe Riverdome,"Bossier City, Louisiana, USA",337
348,Bellator 62: Bellator LXII,BELLATOR,2012-03-23,Laredo Energy Arena,"Laredo, Texas, USA",338
349,Bellator 63: Bellator LXIII,BELLATOR,2012-03-30,Mohegan Sun Arena,"Uncasville, Connecticut, USA",339
350,Bellator 64: Bellator LXIV,BELLATOR,2012-04-06,Caesars Windsor,"Windsor, Ontario, Canada",340
351,Bellator 65: Bellator LXV,BELLATOR,2012-04-13,Boardwalk Hall,"Atlantic City, New Jersey, USA",341
352,UFC on Fuel 2: Gustafsson vs. Silva,UFC,2012-04-14,Ericsson Globe Arena,"Stockholm, Sweden",342
353,Bellator 66: Bellator LXVI,BELLATOR,2012-04-20,I-X Center,"Cleveland, Ohio, USA",343
354,UFC 145: Jones vs. Evans,UFC,2012-04-21,Philips Arena,"Atlanta, Georgia, USA",344
761,Invicta FC 1: Coenen vs. Ruyssen,INVICTA,2012-04-28,Memorial Hall,"Memorial Hall, Kansas, USA",345
355,Bellator 67: Bellator LXVII,BELLATOR,2012-05-04,Casino Rama,"Rama, Ontario, Canada",346
356,UFC on Fox 3: Miller vs. Diaz,UFC,2012-05-05,IZOD Center,"East Rutherford, New Jersey, USA",347
357,Bellator 68: Bellator LXVIII,BELLATOR,2012-05-11,Caesars Hotel and Casino,"Atlantic City, New Jersey, USA",348
574,KSW 19: Pudzianowski vs. Sapp,KSW,2012-05-12,Arena Lodz,"Lodz, Poland",349
358,UFC on Fuel 3: Korean Zombie vs. Poirier,UFC,2012-05-15,Patriot Center,"Fairfax, Virginia, USA",350
359,Bellator 69: Bellator LXIX,BELLATOR,2012-05-18,L'Auberge du Lac Casino Resort,"Lake Charles, Louisiana, USA",351
360,Strikeforce: Barnett vs. Cormier,SF,2012-05-19,HP Pavilion,"San Jose, California, USA",352
361,Bellator 70: Bellator LXX,BELLATOR,2012-05-25,New Orleans Convention Center,"New Orleans, Louisiana, USA",353
362,UFC 146: Dos Santos vs. Mir,UFC,2012-05-26,MGM Grand Garden Arena,"Las Vegas, Nevada, USA",354
363,TUF 15 Finale: The Ultimate Fighter 15 Finale,UFC,2012-06-01,Palms Casino Resort,"Las Vegas, Nevada, USA",355
364,UFC on FX 3: Johnson vs. McCall,UFC,2012-06-08,BankAtlantic Center,"Sunrise, Florida, USA",356
366,UFC on FX 4: Maynard vs. Guida,UFC,2012-06-22,Revel Casino,"Atlantic City, New Jersey, USA",357
365,Bellator 71: Bellator LXXI,BELLATOR,2012-06-22,"Mountaineer Casino, Racetrack and Resort","Chester, West Virginia, USA",358
367,UFC 147: Silva vs. Franklin II,UFC,2012-06-23,Estádio Jornalista Felipe Drumond,"Belo Horizonte, Minas Gerais, Brazil",359
368,UFC 148: Silva vs. Sonnen II,UFC,2012-07-07,MGM Grand Garden Arena,"Las Vegas, Nevada, USA",360
369,UFC on Fuel 4: Munoz vs. Weidman,UFC,2012-07-11,HP Pavilion,"San Jose, California, USA",361
370,Strikeforce: Rockhold vs. Kennedy,SF,2012-07-14,Rose Garden,"Portland, Oregon, USA",362
371,Bellator 72: Bellator LXXII,BELLATOR,2012-07-17,USF Sun Dome,"Tampa, Florida, USA",363
372,UFC 149: Faber vs. Barao,UFC,2012-07-21,Scotiabank Saddledome,"Calgary, Alberta, Canada",364
767,Invicta FC 2: Baszler vs. McMann,INVICTA,2012-07-28,Memorial Hall,"Kansas City, Kansas, USA",365
373,UFC on Fox 4: Shogun vs. Vera,UFC,2012-08-04,Staples Center,"Los Angeles, California, USA",366
374,UFC 150: Henderson vs. Edgar II,UFC,2012-08-11,Pepsi Center,"Denver, Colorado, USA",367
375,Strikeforce: Rousey vs. Kaufman,SF,2012-08-18,Valley View Casino Center,"San Diego, California, USA",368
376,Bellator 73: Bellator LXXIII,BELLATOR,2012-08-24,Harrah's Tunica Hotel and Casino,"Tunica, Mississippi, USA",369
575,KSW 20: Fighting Symphony,KSW,2012-09-15,Ergo Arena,"Gdansk, Poland",370
377,UFC 152: Jones vs. Belfort,UFC,2012-09-22,Air Canada Centre,"Toronto, Ontario, Canada",371
379,Bellator 74: Bellator LXXIV,BELLATOR,2012-09-28,Caesars Atlantic City,"Atlantic City, New Jersey, USA",372
380,UFC on Fuel 5: Struve vs. Miocic,UFC,2012-09-29,Capital FM Arena,"Nottingham, England",373
382,UFC on FX 5: Browne vs. Bigfoot,UFC,2012-10-05,Target Center,"Minneapolis, Minnesota, USA",374
381,Bellator 75: Bellator LXXV,BELLATOR,2012-10-05,Horseshoe Hammond,"Hammond, Indiana, USA",375
768,Invicta FC 3: Penne vs. Sugiyama,INVICTA,2012-10-06,Memorial Hall,"Kansas City, Kansas, USA",376
383,Bellator 76: Bellator LXXVI,BELLATOR,2012-10-12,Caesars Windsor,"Windsor, Ontario, Canada",377
384,UFC 153: Silva vs. Bonnar,UFC,2012-10-13,HSBC Arena,"Rio de Janeiro, Brazil",378
385,Bellator 77: Bellator LXXVII,BELLATOR,2012-10-19,Reading Eagle Theater,"Reading, Pennsylvania, USA",379
386,Bellator 78: Bellator LXXVIII,BELLATOR,2012-10-26,Nutter Center,"Dayton, Ohio, USA",380
387,Bellator 79: Bellator LXXIX,BELLATOR,2012-11-02,Casino Rama,"Rama, Ontario, Canada",381
420,WSOF 1: Arlovski vs. Cole,WSOF,2012-11-03,Planet Hollywood Resort and Casino,"Las Vegas, Nevada, USA",382
388,Bellator 80: Bellator LXXX,BELLATOR,2012-11-09,Seminole Hard Rock Hotel & Casino,"Hollywood, Florida, USA",383
389,UFC on Fuel 6: Franklin vs. Le,UFC,2012-11-10,CotaiArena,"Macau, China",384
390,Bellator 81: Bellator LXXXI,BELLATOR,2012-11-16,Ryan Center,"Kingston, Rhode Island, USA",385
391,UFC 154: St-Pierre vs. Condit,UFC,2012-11-17,Bell Centre,"Montreal, Quebec, Canada",386
392,Bellator 82: Bellator LXXXII,BELLATOR,2012-11-30,Soaring Eagle Casino & Resort,"Mount Pleasant, Michigan, USA",387
576,KSW 21: Final Resolution,KSW,2012-12-01,Hala Torwar,"Warsaw, Poland",388
393,Bellator 83: Bellator LXXXIII,BELLATOR,2012-12-07,Caesars Atlantic City,"Atlantic City, New Jersey, USA",389
394,UFC on Fox 5: Henderson vs. Diaz,UFC,2012-12-08,KeyArena,"Seattle, Washington, USA",390
395,Bellator 84: Bellator LXXXIV,BELLATOR,2012-12-14,Horseshoe Casino,"Hammond, Indiana, USA",391
397,TUF 16 Finale: The Ultimate Fighter 16 Finale,UFC,2012-12-15,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",392
396,UFC on FX 6: Sotiropoulos vs. Pearson,UFC,2012-12-15,Gold Coast Convention and Exhibition Centre,"Gold Coast, Australia",393
398,UFC 155: Dos Santos vs. Velasquez II,UFC,2012-12-29,MGM Grand Garden Arena,"Las Vegas, Nevada, USA",394
770,Invicta FC 4: Esparza vs. Hyatt,INVICTA,2013-01-05,Memorial Hall,"Kansas City, Kansas, USA",395
402,Strikeforce: Marquardt vs. Saffiedine,SF,2013-01-12,Chesapeake Energy Arena,"Oklahoma City, Oklahoma, USA",396
403,Bellator 85: Bellator LXXXV,BELLATOR,2013-01-17,Bren Events Center,"Irvine, California, USA",397
404,UFC on FX 7: Belfort vs. Bisping,UFC,2013-01-19,Ibirapuera Arena,"São Paulo, Brazil",398
405,Bellator 86: Bellator LXXXVI,BELLATOR,2013-01-24,WinStar World Casino,"Thackerville, Oklahoma, USA",399
406,UFC on Fox 6: Johnson vs. Dodson,UFC,2013-01-26,United Center,"Chicago, Illinois, USA",400
407,Bellator 87: Bellator LXXXVII,BELLATOR,2013-01-31,Soaring Eagle Casino,"Mount Pleasant, Michigan, USA",401
408,UFC 156: Aldo vs. Edgar,UFC,2013-02-02,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",402
409,Bellator 88: Bellator LXXXVIII,BELLATOR,2013-02-07,Arena at Gwinnett Center,"Duluth, Georgia, USA",403
410,Bellator 89: Bellator LXXXIX,BELLATOR,2013-02-14,Bojangles' Coliseum,"Charlotte, North Carolina, USA",404
411,UFC on Fuel 7: Barao vs. McDonald,UFC,2013-02-16,Wembley Arena,"London, England",405
412,Bellator 90: Bellator XC,BELLATOR,2013-02-21,Maverik Center,"West Valley City, Utah, USA",406
413,UFC 157: Rousey vs. Carmouche,UFC,2013-02-23,Honda Center,"Anaheim, California, USA",407
414,Bellator 91: Bellator XCI,BELLATOR,2013-02-28,Santa Ana Star Center,"Rio Rancho, New Mexico, USA",408
415,UFC on Fuel 8: Silva vs. Stann,UFC,2013-03-03,Saitama Super Arena,"Saitama, Japan",409
416,Bellator 92: Bellator XCII,BELLATOR,2013-03-07,Pechanga Resort and Casino,"Temecula, California, USA",410
417,CWFC 52: Cage Warriors 52,CW,2013-03-09,The Forum,"London, England",411
418,UFC 158: St-Pierre vs. Diaz,UFC,2013-03-16,Bell Centre,"Montreal, Quebec, Canada",412
577,KSW 22: Pride Time,KSW,2013-03-16,Hala Torwar,"Warsaw, Poland",413
419,Bellator 93: Bellator XCIII,BELLATOR,2013-03-21,Androscoggin Bank Colisée,"Lewiston, Maine, USA",414
421,WSOF 2: Arlovski vs. Johnson,WSOF,2013-03-23,Revel Casino,"Atlantic City, New Jersey, USA",415
422,Bellator 94: Bellator XCIV,BELLATOR,2013-03-28,USF Sun Dome,"Tampa, Florida, USA",416
423,Bellator 95: Bellator XCV,BELLATOR,2013-04-04,Revel Casino,"Atlantic City, New Jersey, USA",417
783,Invicta FC 5: Penne vs. Waterson,INVICTA,2013-04-05,Ameristar Casino Kansas City,"Kansas City, Missouri, USA",418
424,UFC on Fuel 9: Mousasi vs. Latifi,UFC,2013-04-06,Ericsson Globe Arena,"Stockholm, Sweden",419
426,TUF 17 Finale: The Ultimate Fighter 17 Finale,UFC,2013-04-13,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",420
425,CWFC 53: Cage Warriors 53,CW,2013-04-13,Kelvin Hall,"Glasgow, Scotland",421
427,UFC on Fox 7: Henderson vs. Melendez,UFC,2013-04-20,HP Pavilion,"San Jose, California, USA",422
428,UFC 159: Jones vs. Sonnen,UFC,2013-04-27,Prudential Center,"Newark, New Jersey, USA",423
429,CWFC 54: Cage Warriors 54,CW,2013-05-04,Motorpoint Arena Cardiff,"Cardiff, Wales",424
430,CWFN 8: Cage Warriors Fight Night 8,CW,2013-05-12,Mirbeh Sports Hall,"Al Fujairah, United Arab Emirates",425
431,UFC on FX 8: Belfort vs. Rockhold,UFC,2013-05-18,Arena Jaraguá,"Jaraguá do Sul, Santa Catarina, Brazil",426
432,UFC 160: Velasquez vs. Bigfoot 2,UFC,2013-05-25,MGM Grand Garden Arena,"Las Vegas, Nevada, USA",427
433,CWFC 55: Cage Warriors 55,CW,2013-06-01,The Helix,"Dublin, Ireland",428
434,UFC on Fuel 10: Nogueira vs. Werdum,UFC,2013-06-08,Ginásio Paulo Sarasate,"Fortaleza, Ceará, Brazil",429
578,KSW 23: Khalidov vs Manhoef,KSW,2013-06-08,Ergo Arena,"Gdansk, Poland",430
435,WSOF 3: Fitch vs. Burkman 2,WSOF,2013-06-14,Hard Rock Hotel and Casino,"Las Vegas, Nevada, USA",431
436,UFC 161: Evans vs. Henderson,UFC,2013-06-15,MTS Centre,"Winnipeg, Manitoba, Canada",432
437,Bellator 96: Bellator XCVI,BELLATOR,2013-06-19,Winstar World Casino,"Thackerville, Oklahoma, USA",433
438,UFC 162: Silva vs. Weidman,UFC,2013-07-06,MGM Grand Garden Arena,"Las Vegas, Nevada, USA",434
439,CWFC 56: Cage Warriors 56,CW,2013-07-06,The Forum,"London, England",435
784,Invicta FC 6: Coenen vs. Cyborg,INVICTA,2013-07-13,Ameristar Casino Kansas City,"Kansas City, Missouri, USA",436
440,CWFC 57: Cage Warriors 57,CW,2013-07-21,Echo Arena Liverpool,"Liverpool, England",437
441,UFC on Fox 8: Johnson vs. Moraga,UFC,2013-07-27,Key Arena,"Seattle, Washington, USA",438
442,Bellator 97: Bellator XCVII,BELLATOR,2013-07-31,Santa Ana Star Center,"Rio Rancho, New Mexico, USA",439
443,UFC 163: Aldo vs. Korean Zombie,UFC,2013-08-03,HSBC Arena,"Rio de Janeiro, Rio de Janeiro, Brazil",440
444,WSOF 4: Spong vs. DeAnda,WSOF,2013-08-10,Citizens Business Bank Arena,"Ontario, California, USA",441
445,UFN 26: Shogun vs. Sonnen,UFC,2013-08-17,TD Garden,"Boston, Massachusetts, USA",442
446,CWFC 58: Cage Warriors 58,CW,2013-08-24,Olympisk Arena,"Grozny, Chechnya, Russia",443
447,UFN 27: Condit vs. Kampmann 2,UFC,2013-08-28,Bankers Life Fieldhouse,"Indianapolis, Indiana, USA",444
448,UFC 164: Henderson vs. Pettis,UFC,2013-08-31,BMO Harris Bradley Center,"Milwaukee, Wisconsin, USA",445
449,UFN 28: Teixeira vs. Bader,UFC,2013-09-04,Mineirinho Arena,"Belo Horizonte, Minas Gerais, Brazil",446
450,Bellator 98: Bellator XCVIII,BELLATOR,2013-09-07,Mohegan Sun Arena,"Uncasville, Connecticut, USA",447
451,Bellator 99: Bellator XCIX,BELLATOR,2013-09-13,Pechanga Resort & Casino,"Temecula, California, USA",448
452,CWFC 59: Cage Warriors 59,CW,2013-09-14,Motorpoint Arena,"Cardiff, Wales",449
453,WSOF 5: Arlovski vs. Kyle,WSOF,2013-09-14,Revel Casino,"Atlantic City, New Jersey, USA",450
454,Bellator 100: Bellator C,BELLATOR,2013-09-18,Grand Canyon University Arena,"Phoenix, Arizona, USA",451
455,UFC 165: Jones vs. Gustafsson,UFC,2013-09-21,Air Canada Centre,"Toronto, Ontario, Canada",452
456,Bellator 101: Bellator CI,BELLATOR,2013-09-27,Rose Garden,"Portland, Oregon, USA",453
579,KSW 24: Clash of the Giants,KSW,2013-09-28,Atlas Arena,"Lodz, Poland",454
457,Bellator 102: Bellator CII,BELLATOR,2013-10-04,Visalia Convention Center,"Visalia, California, USA",455
458,CWFC 60: Cage Warriors 60,CW,2013-10-05,The Forum,"London, England",456
459,UFN 29: Maia vs. Shields,UFC,2013-10-09,Ginásio José Corrêa,"Barueri, São Paulo, Brazil",457
460,Bellator 103: Bellator CIII,BELLATOR,2013-10-11,Kansas Star Arena,"Mulvane, Kansas, USA",458
461,Bellator 104: Bellator CIV,BELLATOR,2013-10-18,U.S. Cellular Center,"Cedar Rapids, Iowa, USA",459
462,UFC 166: Velasquez vs. Dos Santos 3,UFC,2013-10-19,Toyota Center,"Houston, Texas, USA",460
463,CWFN 9: Cage Warriors Fight Night 9,CW,2013-10-24,King Hussein Boxing Arena,"Amman, Jordan",461
464,Bellator 105: Bellator CV,BELLATOR,2013-10-25,Santa Ana Star Center,"Rio Rancho, New Mexico, USA",462
465,UFN 30: Machida vs. Munoz,UFC,2013-10-26,Manchester Arena,"Manchester, England",463
466,WSOF 6: Burkman vs. Carl,WSOF,2013-10-26,BankUnited Center,"Coral Gables, Florida, USA",464
467,Bellator 106: Bellator CVI,BELLATOR,2013-11-02,Long Beach Convention and Entertainment Center,"Long Beach, California, USA",465
468,UFN 31: Fight for the Troops 3,UFC,2013-11-06,Fort Campbell,"Fort Campbell, Kentucky, USA",466
469,Bellator 107: Bellator CVII,BELLATOR,2013-11-08,WinStar World Casino,"Thackerville, Oklahoma, USA",467
470,UFN 32: Belfort vs. Henderson,UFC,2013-11-09,Goiânia Arena,"Goiânia, Goiás, Brazil",468
471,Bellator 108: Bellator CVIII,BELLATOR,2013-11-15,Revel Casino,"Atlantic City, New Jersey, USA",469
472,UFC 167: St-Pierre vs. Hendricks,UFC,2013-11-16,MGM Grand Garden Arena,"Las Vegas, Nevada, USA",470
473,Bellator 109: Bellator CIX,BELLATOR,2013-11-22,Sands Casino Event Center,"Bethlehem, Pennsylvania, USA",471
474,TUF 18 Finale: The Ultimate Fighter 18 Finale,UFC,2013-11-30,Mandalay Bay Events Center,"Las Vegas, Nevada, USA",472
580,KSW 25: Khalidov vs. Sakurai,KSW,2013-12-07,Wroclaw Centennial Hall,"Wroclaw, Poland",473
477,WSOF 7: Karakhanyan vs. Palmer,WSOF,2013-12-07,PNE Agrodome,"Vancouver, British Columbia, Canada",474
475,UFN 33: Hunt vs. Bigfoot,UFC,2013-12-07,Brisbane Entertainment Centre,"Brisbane, Australia",475
785,Invicta FC 7: Honchak vs. Smith,INVICTA,2013-12-07,Ameristar Casino Kansas City,"Kansas City, Missouri, USA",476
476,CWFC 62: Cage Warriors 62,CW,2013-12-07,Metro Radio Arena,"Newcastle, England",477
478,CWFC 61: Cage Warriors 61,CW,2013-12-13,King Hussein Boxing Arena,"Amman, Jordan",478
479,UFC on Fox 9: Johnson vs. Benavidez 2,UFC,2013-12-14,Sleep Train Arena,"Sacramento, California, USA",479
480,UFC 168: Weidman vs. Silva 2,UFC,2013-12-28,MGM Grand Garden Arena,"Las Vegas, Nevada, USA",480
