id,ufcstats_id,event_id,bout_order,fighter_1_id,fighter_2_id,outcome_method,end_round_time_info,billing,weight_class,fighter_1_odds,fighter_2_odds,fighter_1_weight,fighter_2_weight,fighter_1_gym_info,fighter_1_gym_ids,fighter_2_gym_info,fighter_2_gym_ids
912-ufc-4-royce-gracie-vs-keith-the-giant-killer-hackney,,ufc-4-revenge-of-the-warriors,7,royce-gracie,keith-hackney-the-giant-killer,"Submission, Armlock",5:32 Round 1 of 1,Main Card (fight 7 of 10),,,,180.0 lbs (81.6 kgs),200.0 lbs (90.7 kgs),Gracie Humaita,831-gracie-humaita,N/A,
921-ufc-4-dan-the-beast-severn-vs-marcus-the-grasshopper-bossett,,ufc-4-revenge-of-the-warriors,8,dan-severn-the-beast,marcus-bossett-the-grasshopper,"Submission, Rear Naked Choke",0:52 Round 1 of 1,Main Card (fight 8 of 10),,,,260.0 lbs (117.9 kgs),220.0 lbs (99.8 kgs),N/A,,N/A,
2590-ufc-4-guy-the-sandman-mezger-vs-jason-bonecracker-fairn,,ufc-4-revenge-of-the-warriors,9,guy-mezger-the-sandman,jason-fairn-bonecracker,"KO/TKO, Corner Stoppage",2:13 Round 1 of 1,Preliminary Card (fight 9 of 10),,,,,,Lion's Den Texas,299-lions-den-texas,Fairn Jiu-Jitsu,
928-ufc-4-royce-gracie-vs-dan-the-beast-severn,,ufc-4-revenge-of-the-warriors,10,royce-gracie,dan-severn-the-beast,"Submission, Triangle Choke",15:49 Round 1 of 1,Main Event (fight 10 of 10),,,,180.0 lbs (81.6 kgs),260.0 lbs (117.9 kgs),Gracie Humaita,831-gracie-humaita,N/A,
942-ufc-5-guy-the-sandman-mezger-vs-john-dowdy,,ufc-5-return-of-the-beast,1,guy-mezger-the-sandman,john-dowdy,"KO/TKO, Strikes",2:02 Round 1 of 1,Preliminary Card (fight 1 of 10),,,,,,Lion's Den Texas,299-lions-den-texas,N/A,
ufc-5-dave-dangerous-beneteau-vs-asbel-cancio,,ufc-5-return-of-the-beast,2,dave-beneteau-dangerous,asbel-cancio,"KO/TKO, Strikes",0:21 Round 1 of 1,Preliminary Card (fight 2 of 10),,,,,,N/A,,N/A,
ufc-5-jon-the-giant-with-attitude-hess-vs-andy-the-hammer-anderson,,ufc-5-return-of-the-beast,3,jon-hess-the-giant-with-attitude,andy-anderson-the-hammer,"KO/TKO, Strikes",1:23 Round 1 of 1,Main Card (fight 3 of 10),,,,295.0 lbs (133.8 kgs),238.0 lbs (108.0 kgs),N/A,,N/A,
953-ufc-5-todd-el-tiburon-medina-vs-larry-cureton,,ufc-5-return-of-the-beast,4,todd-medina-el-tiburon,larry-cureton,"KO/TKO, Strikes",2:55 Round 1 of 1,Main Card (fight 4 of 10),,,,260.0 lbs (117.9 kgs),230.0 lbs (104.3 kgs),Carlson Gracie Jiu-Jitsu,,N/A,
2369-ufc-5-oleg-the-russian-bear-taktarov-vs-ernie-verdicia,,ufc-5-return-of-the-beast,5,oleg-taktarov-the-russian-bear,ernie-verdicia,"Submission, Choke",2:23 Round 1 of 1,Main Card (fight 5 of 10),,,,205.0 lbs (93.0 kgs),219.0 lbs (99.3 kgs),N/A,,N/A,
2377-ufc-5-dan-the-beast-severn-vs-joe-the-ghetto-man-charles,,ufc-5-return-of-the-beast,6,dan-severn-the-beast,joe-charles-the-ghetto-man,"Submission, Rear Naked Choke",1:38 Round 1 of 1,Main Card (fight 6 of 10),,,,260.0 lbs (117.9 kgs),260.0 lbs (117.9 kgs),N/A,,N/A,
2386-ufc-5-dave-dangerous-beneteau-vs-todd-el-tiburon-medina,,ufc-5-return-of-the-beast,7,dave-beneteau-dangerous,todd-medina-el-tiburon,"KO/TKO, Punches",2:12 Round 1 of 1,Main Card (fight 7 of 10),,,,258.0 lbs (117.0 kgs),260.0 lbs (117.9 kgs),N/A,,Carlson Gracie Jiu-Jitsu,
2392-ufc-5-dan-the-beast-severn-vs-oleg-the-russian-bear-taktarov-i,,ufc-5-return-of-the-beast,8,dan-severn-the-beast,oleg-taktarov-the-russian-bear,"KO/TKO, Cut",4:21 Round 1 of 1,Main Card (fight 8 of 10),,,,260.0 lbs (117.9 kgs),205.0 lbs (93.0 kgs),N/A,,N/A,
2400-ufc-5-the-world-s-most-dangerous-man-ken-shamrock-vs-royce-gracie-ii,,ufc-5-return-of-the-beast,9,ken-shamrock-the-worlds-most-dangerous-man,royce-gracie,"Ends in a Draw, Time Limit","1 Round, 36:00 Total",Co-Main Event (fight 9 of 10),,,,205.0 lbs (93.0 kgs),180.0 lbs (81.6 kgs),Lion's Den,298-lions-den,Gracie Humaita,831-gracie-humaita
2407-ufc-5-dan-the-beast-severn-vs-dave-dangerous-beneteau,,ufc-5-return-of-the-beast,10,dan-severn-the-beast,dave-beneteau-dangerous,"Submission, Keylock",3:01 Round 1 of 1,Main Event (fight 10 of 10),,,,260.0 lbs (117.9 kgs),258.0 lbs (117.0 kgs),N/A,,N/A,
ufc-6-joel-sutton-vs-jack-mcglaughlin,,ufc-6-clash-of-the-titans,1,joel-sutton,jack-mcglaughlin,"Submission, Strikes",2:01 Round 1 of 1,Preliminary Card (fight 1 of 10),,,,,,N/A,,N/A,
ufc-6-anthony-mad-dog-macias-vs-he-man-gipson,,ufc-6-clash-of-the-titans,2,anthony-macias-mad-dog,he-man-gipson,"Submission, Strikes",3:06 Round 1 of 1,Preliminary Card (fight 2 of 10),,,,190.0 lbs (86.2 kgs),,USA Stars MMA,427-usa-stars-mma,N/A,
2429-ufc-6-david-tank-abbott-vs-john-matua,,ufc-6-clash-of-the-titans,3,david-abbott-tank,john-matua,"KO/TKO, Punch",0:20 Round 1 of 1,Main Card (fight 3 of 10),,,,280.0 lbs (127.0 kgs),400.0 lbs (181.4 kgs),N/A,,N/A,
ufc-6-paul-the-polar-bear-varelans-vs-cal-worsham,,ufc-6-clash-of-the-titans,4,paul-varelans-the-polar-bear,cal-worsham,"KO/TKO, Elbow to the Head",1:02 Round 1 of 1,Main Card (fight 4 of 10),,,,300.0 lbs (136.1 kgs),230.0 lbs (104.3 kgs),N/A,,Worsham Team X,
717-ufc-6-patrick-pat-smith-vs-rudyard-moncayo,,ufc-6-clash-of-the-titans,5,patrick-smith-pat,rudyard-moncayo,"Submission, Rear Naked Choke",1:08 Round 1 of 1,Main Card (fight 5 of 10),,,,217.0 lbs (98.4 kgs),205.0 lbs (93.0 kgs),N/A,,N/A,
726-ufc-6-oleg-the-russian-bear-taktarov-vs-dave-dangerous-beneteau,,ufc-6-clash-of-the-titans,6,oleg-taktarov-the-russian-bear,dave-beneteau-dangerous,"Submission, Front Choke",0:57 Round 1 of 1,Main Card (fight 6 of 10),,,,210.0 lbs (95.3 kgs),258.0 lbs (117.0 kgs),N/A,,N/A,
734-ufc-6-david-tank-abbott-vs-paul-the-polar-bear-varelans,,ufc-6-clash-of-the-titans,7,david-abbott-tank,paul-varelans-the-polar-bear,"KO/TKO, Strikes",1:53 Round 1 of 1,Main Card (fight 7 of 10),,,,280.0 lbs (127.0 kgs),300.0 lbs (136.1 kgs),N/A,,N/A,
742-ufc-6-oleg-the-russian-bear-taktarov-vs-anthony-mad-dog-macias,,ufc-6-clash-of-the-titans,8,oleg-taktarov-the-russian-bear,anthony-macias-mad-dog,"Submission, Guillotine Choke",0:09 Round 1 of 1,Main Card (fight 8 of 10),,,,210.0 lbs (95.3 kgs),190.0 lbs (86.2 kgs),N/A,,USA Stars MMA,427-usa-stars-mma
749-ufc-6-the-worlds-most-dangerous-man-ken-shamrock-vs-dan-the-beast-severn-i,,ufc-6-clash-of-the-titans,9,ken-shamrock-the-worlds-most-dangerous-man,dan-severn-the-beast,"Submission, Guillotine Choke",2:14 Round 1 of 1,Main Card (fight 9 of 10),,,,205.0 lbs (93.0 kgs),260.0 lbs (117.9 kgs),Lion's Den,298-lions-den,N/A,
756-ufc-6-oleg-the-russian-bear-taktarov-vs-david-tank-abbott,,ufc-6-clash-of-the-titans,10,oleg-taktarov-the-russian-bear,david-abbott-tank,"Submission, Rear Naked Choke",17:45 Round 1 of 1,Main Event (fight 10 of 10),,,,210.0 lbs (95.3 kgs),280.0 lbs (127.0 kgs),N/A,,N/A,
ufc-7-joel-sutton-vs-geza-kalman,,ufc-7-the-brawl-in-buffalo,1,joel-sutton,geza-kalman,"KO/TKO, Cut",0:48 Round 1 of 1,Preliminary Card (fight 1 of 11),,,,,,N/A,,N/A,
ufc-7-onassis-parungao-vs-francesco-fang-maturi,,ufc-7-the-brawl-in-buffalo,2,onassis-parungao,francesco-maturi-fang,"Submission, Strikes",5:26 Round 1 of 1,Preliminary Card (fight 2 of 11),,,,,,N/A,,N/A,
ufc-7-scott-bessac-vs-david-hood,,ufc-7-the-brawl-in-buffalo,3,scott-bessac,david-hood,"Submission, Guillotine Choke",0:31 Round 1 of 1,Preliminary Card (fight 3 of 11),,,,,,N/A,,N/A,
1363-ufc-7-mark-the-cobra-hall-vs-harold-howard,,ufc-7-the-brawl-in-buffalo,4,mark-hall-the-cobra,harold-howard,"Submission, Strikes",1:41 Round 1 of 1,Main Card (fight 4 of 11),,,,190.0 lbs (86.2 kgs),240.0 lbs (108.9 kgs),N/A,,N/A,
ufc-7-paul-the-polar-bear-varelans-vs-gerry-harris,,ufc-7-the-brawl-in-buffalo,5,paul-varelans-the-polar-bear,gerry-harris,"Submission, Elbows",1:07 Round 1 of 1,Main Card (fight 5 of 11),,,,300.0 lbs (136.1 kgs),260.0 lbs (117.9 kgs),N/A,,N/A,
ufc-7-remco-grizzly-pardoel-vs-ryan-parker,,ufc-7-the-brawl-in-buffalo,6,remco-pardoel-grizzly,ryan-parker,"Submission, Lapel Choke",3:05 Round 1 of 1,Main Card (fight 6 of 11),,,,265.0 lbs (120.2 kgs),235.0 lbs (106.6 kgs),Pardoel Sports,7158-pardoel-sports,N/A,
1369-ufc-7-marco-the-king-of-the-streets-ruas-vs-larry-cureton,,ufc-7-the-brawl-in-buffalo,7,marco-ruas-the-king-of-the-streets,larry-cureton,"Submission, Heel Hook",3:23 Round 1 of 1,Main Card (fight 7 of 11),,,,210.0 lbs (95.3 kgs),248.0 lbs (112.5 kgs),Ruas Vale Tudo,,N/A,
ufc-7-paul-the-polar-bear-varelans-vs-mark-the-cobra-hall,,ufc-7-the-brawl-in-buffalo,8,paul-varelans-the-polar-bear,mark-hall-the-cobra,"Submission, Keylock",1:04 Round 1 of 1,Main Card (fight 8 of 11),,,,300.0 lbs (136.1 kgs),190.0 lbs (86.2 kgs),N/A,,N/A,
1376-ufc-7-marco-the-king-of-the-streets-ruas-vs-remco-grizzly-pardoel,,ufc-7-the-brawl-in-buffalo,9,marco-ruas-the-king-of-the-streets,remco-pardoel-grizzly,"Submission, Position",12:27 Round 1 of 1,Main Card (fight 9 of 11),,,,210.0 lbs (95.3 kgs),265.0 lbs (120.2 kgs),Ruas Vale Tudo,,Pardoel Sports,7158-pardoel-sports
1382-ufc-7-the-world-s-most-dangerous-man-ken-shamrock-vs-oleg-the-russian-bear-taktarov,,ufc-7-the-brawl-in-buffalo,10,ken-shamrock-the-worlds-most-dangerous-man,oleg-taktarov-the-russian-bear,"Ends in a Draw, Time Limit","1 Round, 33:00 Total",Co-Main Event (fight 10 of 11),,,,215.0 lbs (97.5 kgs),215.0 lbs (97.5 kgs),Lion's Den,298-lions-den,N/A,
1384-ufc-7-marco-the-king-of-the-streets-ruas-vs-paul-the-polar-bear-varelans,,ufc-7-the-brawl-in-buffalo,11,marco-ruas-the-king-of-the-streets,paul-varelans-the-polar-bear,"KO/TKO, Strikes",13:17 Round 1 of 1,Main Event (fight 11 of 11),,,,210.0 lbs (95.3 kgs),300.0 lbs (136.1 kgs),Ruas Vale Tudo,,N/A,
ufc-75-joe-the-ghetto-man-charles-vs-scott-bessac,,ufc-75-ultimate-ultimate-1995,1,joe-charles-the-ghetto-man,scott-bessac,"Submission, Armlock",4:38 Round 1 of 1,Preliminary Card (fight 1 of 9),,,,,,N/A,,N/A,
ufc-75-mark-the-cobra-hall-vs-trent-jenkins,,ufc-75-ultimate-ultimate-1995,2,mark-hall-the-cobra,trent-jenkins,"Submission, Armlock",5:29 Round 1 of 1,Preliminary Card (fight 2 of 9),,,,,,N/A,,N/A,
2882-ufc-75-oleg-the-russian-bear-taktarov-vs-dave-dangerous-beneteau,,ufc-75-ultimate-ultimate-1995,3,oleg-taktarov-the-russian-bear,dave-beneteau-dangerous,"Submission, Achilles Lock",1:15 Round 1 of 1,Main Card (fight 3 of 9),,,,,,N/A,,N/A,
2879-ufc-75-marco-the-king-of-the-streets-ruas-vs-keith-the-giant-killer-hackney,,ufc-75-ultimate-ultimate-1995,4,marco-ruas-the-king-of-the-streets,keith-hackney-the-giant-killer,"Submission, Rear Naked Choke",2:39 Round 1 of 1,Main Card (fight 4 of 9),,,,,,Ruas Vale Tudo,,N/A,
2876-ufc-75-dan-the-beast-severn-vs-paul-the-polar-bear-varelans,,ufc-75-ultimate-ultimate-1995,5,dan-severn-the-beast,paul-varelans-the-polar-bear,"Submission, Arm Triangle Choke",1:40 Round 1 of 1,Main Card (fight 5 of 9),,,,,,N/A,,N/A,
1394-ufc-75-david-tank-abbott-vs-steve-jennum,,ufc-75-ultimate-ultimate-1995,6,david-abbott-tank,steve-jennum,"Submission, Neck Crank",1:14 Round 1 of 1,Main Card (fight 6 of 9),,,,,,N/A,,N/A,
2890-ufc-7-5-oleg-the-russian-bear-taktarov-vs-marco-the-king-of-the-streets-ruas,,ufc-75-ultimate-ultimate-1995,7,oleg-taktarov-the-russian-bear,marco-ruas-the-king-of-the-streets,"Decision, Unanimous","1 Round, 18:00 Total",Main Card (fight 7 of 9),,,,,,N/A,,Ruas Vale Tudo,
2885-ufc-75-dan-the-beast-severn-vs-david-tank-abbott,,ufc-75-ultimate-ultimate-1995,8,dan-severn-the-beast,david-abbott-tank,"Decision, Unanimous","1 Round, 18:00 Total",Main Card (fight 8 of 9),,,,,,N/A,,N/A,
2894-ufc-7-5-dan-the-beast-severn-vs-oleg-the-russian-bear-taktarov-ii,,ufc-75-ultimate-ultimate-1995,9,dan-severn-the-beast,oleg-taktarov-the-russian-bear,"Decision, Unanimous","2 Rounds, 30:00 Total",Main Event (fight 9 of 9),,,,,,N/A,,N/A,
ufc-8-sam-the-experience-adkins-vs-keith-mielke,,ufc-8-david-vs-goliath,1,sam-adkins-the-experience,keith-mielke,"Submission, Strikes",0:50 Round 1 of 1,Preliminary Card (fight 1 of 9),,,,265.0 lbs (120.2 kgs),,N/A,,N/A,
2903-ufc-8-don-the-predator-frye-vs-thomas-ramirez,,ufc-8-david-vs-goliath,2,don-frye-the-predator,thomas-ramirez,"KO/TKO, Punch",0:08 Round 1 of 1,Main Card (fight 2 of 9),,,,206.0 lbs (93.4 kgs),410.0 lbs (186.0 kgs),Team Frye,,N/A,
ufc-8-paul-the-polar-bear-varelans-vs-joe-moreira,,ufc-8-david-vs-goliath,3,paul-varelans-the-polar-bear,joe-moreira,"Decision, Unanimous","1 Round, 10:00 Total",Main Card (fight 3 of 9),,,,300.0 lbs (136.1 kgs),205.0 lbs (93.0 kgs),N/A,,N/A,
2911-ufc-8-jerry-bohlander-vs-scott-the-pit-bull-ferrozzo,,ufc-8-david-vs-goliath,4,jerry-bohlander,scott-ferrozzo-the-pit-bull,"Submission, Guillotine Choke",9:03 Round 1 of 1,Main Card (fight 4 of 9),,,,200.0 lbs (90.7 kgs),330.0 lbs (149.7 kgs),Lion's Den,298-lions-den,N/A,
1277-ufc-8-gary-big-daddy-goodridge-vs-paul-herrera,,ufc-8-david-vs-goliath,5,gary-goodridge-big-daddy,paul-herrera,"KO/TKO, Elbows",0:13 Round 1 of 1,Main Card (fight 5 of 9),,,,258.0 lbs (117.0 kgs),185.0 lbs (83.9 kgs),N/A,,N/A,
1280-ufc-8-don-the-predator-frye-vs-sam-the-experience-adkins,,ufc-8-david-vs-goliath,6,don-frye-the-predator,sam-adkins-the-experience,"KO/TKO, Cut",0:48 Round 1 of 1,Main Card (fight 6 of 9),,,,206.0 lbs (93.4 kgs),265.0 lbs (120.2 kgs),Team Frye,,N/A,
1283-ufc-8-gary-big-daddy-goodridge-vs-jerry-bohlander,,ufc-8-david-vs-goliath,7,gary-goodridge-big-daddy,jerry-bohlander,"KO/TKO, Strikes",5:31 Round 1 of 1,Main Card (fight 7 of 9),,,,258.0 lbs (117.0 kgs),200.0 lbs (90.7 kgs),N/A,,Lion's Den,298-lions-den
1287-ufc-8-the-worlds-most-dangerous-man-ken-shamrock-vs-kimo-leopoldo-i,,ufc-8-david-vs-goliath,8,ken-shamrock-the-worlds-most-dangerous-man,kimo-leopoldo,"Submission, Kneebar",4:24 Round 1 of 1,Co-Main Event (fight 8 of 9),,,,215.0 lbs (97.5 kgs),270.0 lbs (122.5 kgs),Lion's Den,298-lions-den,N/A,
1291-ufc-8-don-the-predator-frye-vs-gary-big-daddy-goodridge-i,,ufc-8-david-vs-goliath,9,don-frye-the-predator,gary-goodridge-big-daddy,"Submission, Position",2:14 Round 1 of 1,Main Event (fight 9 of 9),,,,206.0 lbs (93.4 kgs),258.0 lbs (117.0 kgs),Team Frye,,N/A,
ufc-9-steve-the-sandman-nelmark-vs-tai-bowden,,ufc-9-motor-city-madness,1,steve-nelmark-the-sandman,tai-bowden,"KO/TKO, Doctor Stoppage",7:25 Round 1 of 1,Preliminary Card (fight 1 of 7),,,,,,N/A,,N/A,
ufc-9-cal-worsham-vs-zane-nasty-frazier,,ufc-9-motor-city-madness,2,cal-worsham,zane-frazier-nasty,"KO/TKO, Strikes",3:14 Round 1 of 1,Main Card (fight 2 of 7),,,,230.0 lbs (104.3 kgs),235.0 lbs (106.6 kgs),Worsham Team X,,N/A,
ufc-9-rafael-earthquake-carino-vs-matt-andersen,,ufc-9-motor-city-madness,3,rafael-carino-earthquake,matt-andersen,"KO/TKO, Strikes",5:32 Round 1 of 1,Main Card (fight 3 of 7),,,,245.0 lbs (111.1 kgs),225.0 lbs (102.1 kgs),Nova União,53-nova-unio,N/A,
1309-ufc-9-mark-schultz-vs-gary-big-daddy-goodridge,,ufc-9-motor-city-madness,4,mark-schultz,gary-goodridge-big-daddy,"KO/TKO, Cut",12:00 Round 1 of 1,Main Card (fight 4 of 7),,,,203.0 lbs (92.1 kgs),240.0 lbs (108.9 kgs),N/A,,N/A,
ufc-9-mark-the-cobra-hall-vs-koji-kitao,,ufc-9-motor-city-madness,5,mark-hall-the-cobra,koji-kitao,"KO/TKO, Strikes",0:40 Round 1 of 1,Main Card (fight 5 of 7),,,,189.0 lbs (85.7 kgs),390.0 lbs (176.9 kgs),N/A,,N/A,
2782-ufc-9-don-the-predator-frye-vs-amaury-bitetti,,ufc-9-motor-city-madness,6,don-frye-the-predator,amaury-bitetti,"KO/TKO, Strikes",9:22 Round 1 of 1,Main Card (fight 6 of 7),,,,210.0 lbs (95.3 kgs),185.0 lbs (83.9 kgs),Team Frye,,N/A,
2786-ufc-9-dan-the-beast-severn-vs-the-worlds-most-dangerous-man-ken-shamrock-ii,,ufc-9-motor-city-madness,7,dan-severn-the-beast,ken-shamrock-the-worlds-most-dangerous-man,"Decision, Split","1 Round, 30:00 Total",Main Event (fight 7 of 7),,,,247.0 lbs (112.0 kgs),215.0 lbs (97.5 kgs),N/A,,Lion's Den,298-lions-den
ufc-10-geza-kalman-vs-dieusel-berto,,ufc-10-the-tournament,1,geza-kalman,dieusel-berto,"KO/TKO, Punches",5:57 Round 1 of 1,Preliminary Card (fight 1 of 9),,,,,,N/A,,N/A,
ufc-10-sam-the-experience-adkins-vs-felix-mitchell,,ufc-10-the-tournament,2,sam-adkins-the-experience,felix-mitchell,"Decision, Unanimous","1 Round, 10:00 Total",Preliminary Card (fight 2 of 9),,,,,,N/A,,N/A,
2797-ufc-10-don-the-predator-frye-vs-mark-the-cobra-hall,,ufc-10-the-tournament,3,don-frye-the-predator,mark-hall-the-cobra,"KO/TKO, Strikes",10:21 Round 1 of 1,Main Card (fight 3 of 9),,,,214.0 lbs (97.1 kgs),189.0 lbs (85.7 kgs),Team Frye,,N/A,
ufc-10-brian-fury-johnston-vs-scott-fiedler,,ufc-10-the-tournament,4,brian-johnston-fury,scott-fiedler,"Submission, Strikes",2:25 Round 1 of 1,Main Card (fight 4 of 9),,,,222.0 lbs (100.7 kgs),235.0 lbs (106.6 kgs),N/A,,N/A,
2805-ufc-10-mark-the-hammer-coleman-vs-moti-the-hammer-horenstein,,ufc-10-the-tournament,5,mark-coleman-the-hammer,moti-horenstein,"Submission, Strikes",2:43 Round 1 of 1,Main Card (fight 5 of 9),,,,245.0 lbs (111.1 kgs),,Immortal Martial Arts Center,7988-immortal-martial-arts-center,N/A,
2810-ufc-10-gary-big-daddy-goodridge-vs-john-campatella,,ufc-10-the-tournament,6,gary-goodridge-big-daddy,john-campatella,"KO/TKO, Punches",1:28 Round 1 of 1,Main Card (fight 6 of 9),,,,263.0 lbs (119.3 kgs),235.0 lbs (106.6 kgs),N/A,,N/A,
2818-ufc-10-don-the-predator-frye-vs-brian-fury-johnston,,ufc-10-the-tournament,7,don-frye-the-predator,brian-johnston-fury,"Submission, Strikes",4:37 Round 1 of 1,Main Card (fight 7 of 9),,,,214.0 lbs (97.1 kgs),222.0 lbs (100.7 kgs),Team Frye,,N/A,
2821-ufc-10-mark-the-hammer-coleman-vs-gary-big-daddy-goodridge,,ufc-10-the-tournament,8,mark-coleman-the-hammer,gary-goodridge-big-daddy,"Submission, Position",7:00 Round 1 of 1,Main Card (fight 8 of 9),,,,245.0 lbs (111.1 kgs),263.0 lbs (119.3 kgs),Immortal Martial Arts Center,7988-immortal-martial-arts-center,N/A,
1162-ufc-10-mark-the-hammer-coleman-vs-don-the-predator-frye-i,,ufc-10-the-tournament,9,mark-coleman-the-hammer,don-frye-the-predator,"KO/TKO, Strikes",11:34 Round 1 of 1,Main Event (fight 9 of 9),,,,245.0 lbs (111.1 kgs),214.0 lbs (97.1 kgs),Immortal Martial Arts Center,7988-immortal-martial-arts-center,Team Frye,
1168-ufc-11-scott-the-pit-bull-ferrozzo-vs-sam-fulton,,ufc-11-the-proving-ground,1,scott-ferrozzo-the-pit-bull,sam-fulton,"Submission, Strikes",1:45 Round 1 of 1,Preliminary Card (fight 1 of 8),,,,350.0 lbs (158.8 kgs),,N/A,,N/A,
ufc-11-roberto-spider-traven-vs-dave-berry,,ufc-11-the-proving-ground,2,roberto-traven-spider,dave-berry,"Submission, Strikes",1:23 Round 1 of 1,Preliminary Card (fight 2 of 8),,,,,,Alliance Team,,N/A,
1179-ufc-11-mark-the-hammer-coleman-vs-julian-sanchez,,ufc-11-the-proving-ground,3,mark-coleman-the-hammer,julian-sanchez,"Submission, Choke",0:45 Round 1 of 1,Main Card (fight 3 of 8),,,,250.0 lbs (113.4 kgs),300.0 lbs (136.1 kgs),Immortal Martial Arts Center,7988-immortal-martial-arts-center,N/A,
ufc-11-brian-fury-johnston-vs-reza-nasri,,ufc-11-the-proving-ground,4,brian-johnston-fury,reza-nasri,"KO/TKO, Strikes",0:28 Round 1 of 1,Main Card (fight 4 of 8),,,,235.0 lbs (106.6 kgs),205.0 lbs (93.0 kgs),N/A,,N/A,
1189-ufc-11-david-tank-abbott-vs-sam-the-experience-adkins,,ufc-11-the-proving-ground,5,david-abbott-tank,sam-adkins-the-experience,"Submission, Neck Crank",2:06 Round 1 of 1,Main Card (fight 5 of 8),,,,298.0 lbs (135.2 kgs),260.0 lbs (117.9 kgs),N/A,,N/A,
1192-ufc-11-jerry-bohlander-vs-fabio-gurgel,,ufc-11-the-proving-ground,6,jerry-bohlander,fabio-gurgel,"Decision, Unanimous","1 Round, 15:00 Total",Main Card (fight 6 of 8),,,,200.0 lbs (90.7 kgs),200.0 lbs (90.7 kgs),Lion's Den,298-lions-den,N/A,
1196-ufc-11-mark-the-hammer-coleman-vs-brian-fury-johnston,,ufc-11-the-proving-ground,7,mark-coleman-the-hammer,brian-johnston-fury,"Submission, Strikes",2:20 Round 1 of 1,Main Card (fight 7 of 8),,,,250.0 lbs (113.4 kgs),235.0 lbs (106.6 kgs),Immortal Martial Arts Center,7988-immortal-martial-arts-center,N/A,
1203-ufc-11-scott-the-pit-bull-ferrozzo-vs-david-tank-abbott,,ufc-11-the-proving-ground,8,scott-ferrozzo-the-pit-bull,david-abbott-tank,"Decision, Unanimous","1 Round, 15:00 Total",Main Card (fight 8 of 8),,,,350.0 lbs (158.8 kgs),298.0 lbs (135.2 kgs),N/A,,N/A,
ufc-115-tai-bowden-vs-jack-the-ripper-nilson,,ufc-115-ultimate-ultimate-1996,1,tai-bowden,jack-nilson-the-ripper,"Submission, Headbutts",4:46 Round 1 of 1,Preliminary Card (fight 1 of 10),,,,,,N/A,,N/A,
ufc-115-steve-the-sandman-nelmark-vs-marcus-the-grasshopper-bossett,,ufc-115-ultimate-ultimate-1996,2,steve-nelmark-the-sandman,marcus-bossett-the-grasshopper,"Submission, Choke",1:37 Round 1 of 1,Preliminary Card (fight 2 of 10),,,,250.0 lbs (113.4 kgs),,N/A,,N/A,
ufc-115-mark-the-cobra-hall-vs-felix-mitchell,,ufc-115-ultimate-ultimate-1996,3,mark-hall-the-cobra,felix-mitchell,"KO/TKO, Punches",1:45 Round 1 of 1,Preliminary Card (fight 3 of 10),,,,189.0 lbs (85.7 kgs),,N/A,,N/A,
2686-ufc-115-kimo-leopoldo-vs-paul-the-polar-bear-varelans,,ufc-115-ultimate-ultimate-1996,4,kimo-leopoldo,paul-varelans-the-polar-bear,"KO/TKO, Strikes",9:08 Round 1 of 1,Main Card (fight 4 of 10),,,,235.0 lbs (106.6 kgs),340.0 lbs (154.2 kgs),N/A,,N/A,
2674-ufc-115-don-the-predator-frye-vs-gary-big-daddy-goodridge-ii,,ufc-115-ultimate-ultimate-1996,5,don-frye-the-predator,gary-goodridge-big-daddy,"Submission, Fatigue",11:19 Round 1 of 1,Main Card (fight 5 of 10),,,,217.0 lbs (98.4 kgs),263.0 lbs (119.3 kgs),Team Frye,,N/A,
2680-ufc-115-david-tank-abbott-vs-cal-worsham,,ufc-115-ultimate-ultimate-1996,6,david-abbott-tank,cal-worsham,"Submission, Strikes",2:51 Round 1 of 1,Main Card (fight 6 of 10),,,,273.0 lbs (123.8 kgs),230.0 lbs (104.3 kgs),N/A,,Worsham Team X,
2690-ufc-115-the-worlds-most-dangerous-man-ken-shamrock-vs-brian-fury-johnston,,ufc-115-ultimate-ultimate-1996,7,ken-shamrock-the-worlds-most-dangerous-man,brian-johnston-fury,"Submission, Forearm Choke",5:48 Round 1 of 1,Main Card (fight 7 of 10),,,,220.0 lbs (99.8 kgs),238.0 lbs (108.0 kgs),Lion's Den,298-lions-den,N/A,
2696-ufc-115-don-the-predator-frye-vs-mark-the-cobra-hall,,ufc-115-ultimate-ultimate-1996,8,don-frye-the-predator,mark-hall-the-cobra,"Submission, Achilles Lock",0:20 Round 1 of 1,Main Card (fight 8 of 10),,,,217.0 lbs (98.4 kgs),189.0 lbs (85.7 kgs),Team Frye,,N/A,
2701-ufc-115-david-tank-abbott-vs-steve-the-sandman-nelmark,,ufc-115-ultimate-ultimate-1996,9,david-abbott-tank,steve-nelmark-the-sandman,"KO/TKO, Punch",1:03 Round 1 of 1,Main Card (fight 9 of 10),,,,273.0 lbs (123.8 kgs),250.0 lbs (113.4 kgs),N/A,,N/A,
2705-ufc-115-don-the-predator-frye-vs-david-tank-abbott,,ufc-115-ultimate-ultimate-1996,10,don-frye-the-predator,david-abbott-tank,"Submission, Rear Naked Choke",1:22 Round 1 of 1,Main Event (fight 10 of 10),,,,217.0 lbs (98.4 kgs),273.0 lbs (123.8 kgs),Team Frye,,N/A,
